wall_time_iso,step,left_ft_joint,right_ft_joint
2026-02-27T10:39:48.984,45,"[-2.356095790863037, -1.78226900100708, -6.39776611328125, 0.05329471826553345, 0.02217375673353672, 0.0021881067659705877]","[-1.585511326789856, -0.4695510268211365, 3.0175015926361084, 0.026174036785960197, 0.01041680108755827, 0.0010585057316347957]"
2026-02-27T10:39:49.044,46,"[-2.443270683288574, -1.727626919746399, -6.413691520690918, 0.053560104221105576, 0.022152328863739967, 0.0019875599537044764]","[-1.565233588218689, -0.35991907119750977, 2.9642720222473145, 0.02565723843872547, 0.010155651718378067, 0.0009602300706319511]"
2026-02-27T10:39:49.104,47,"[-0.9762306213378906, 2.6061313152313232, -5.84128999710083, 0.04762972891330719, 0.020686708390712738, 0.002668766537681222]","[-1.3163862228393555, -0.2185484915971756, 2.496184825897217, 0.021538862958550453, 0.008495500311255455, 0.000713863002602011]"
2026-02-27T10:39:49.163,48,"[-2.4021332263946533, -1.5574039220809937, -6.022637367248535, 0.0453006885945797, 0.029698675498366356, 0.0009891969384625554]","[-1.316872239112854, -0.18737927079200745, 2.4926886558532715, 0.019249113276600838, 0.01223118044435978, 0.0008697385201230645]"
2026-02-27T10:39:49.225,49,"[-2.4191761016845703, -1.7176389694213867, -6.071399688720703, 0.04590354114770889, 0.03017774038016796, 0.0005233586998656392]","[-1.3168649673461914, -0.06706073880195618, 2.508254051208496, 0.019300034269690514, 0.01231946237385273, 0.0006381835555657744]"
2026-02-27T10:39:49.286,50,"[-2.350647449493408, -1.954527735710144, -6.093795299530029, 0.04631785675883293, 0.030576931312680244, -1.751269337546546e-05]","[-1.309091329574585, 0.06134970858693123, 2.5074658393859863, 0.019206348806619644, 0.012337442487478256, 0.00042065003071911633]"
2026-02-27T10:39:49.347,51,"[-2.183480978012085, -2.25811505317688, -6.084386825561523, 0.046411268413066864, 0.03077254816889763, -0.00037712694029323757]","[-1.297006607055664, 0.13530084490776062, 2.4933743476867676, 0.01902719773352146, 0.012295251712203026, -0.0001311704982072115]"
2026-02-27T10:39:49.409,52,"[-1.7417752742767334, -2.7203211784362793, -6.055225849151611, 0.046424370259046555, 0.03091871365904808, -0.000295794103294611]","[-1.2289855480194092, 0.45727112889289856, 2.4510557651519775, 0.018693281337618828, 0.012204596772789955, -9.294332994613796e-05]"
2026-02-27T10:39:49.469,53,"[-1.787555456161499, -2.700173854827881, -6.013206481933594, 0.04610614478588104, 0.030893970280885696, -0.00030092455563135445]","[-1.10237455368042, 0.7371183037757874, 2.4134771823883057, 0.018415993079543114, 0.012180821038782597, 7.737093255855143e-05]"
2026-02-27T10:39:49.531,54,"[-2.0533041954040527, -2.4567439556121826, -5.983485698699951, 0.045712053775787354, 0.03084625117480755, -0.0006106231594458222]","[-0.9912412762641907, 0.9185209274291992, 2.403942346572876, 0.018347635865211487, 0.012285422533750534, -9.400382987223566e-05]"
2026-02-27T10:39:49.591,55,"[-2.5541493892669678, -1.6875293254852295, -5.964463710784912, 0.04506763815879822, 0.030642369762063026, -0.0009074434638023376]","[-0.9183045029640198, 1.02521812915802, 2.4076735973358154, 0.01837659254670143, 0.012439673766493797, -0.00023959961254149675]"
2026-02-27T10:39:49.651,56,"[-2.8077707290649414, -0.4269934594631195, -5.964986801147461, 0.04434505105018616, 0.03040395677089691, -0.00032460232614539564]","[-0.9000808000564575, 1.0770487785339355, 2.4270551204681396, 0.01852031983435154, 0.012651525437831879, -0.0003120123001281172]"
2026-02-27T10:39:49.712,57,"[-2.096433639526367, 1.611055612564087, -6.095506191253662, 0.045595522969961166, 0.02897750958800316, -0.0018807451706379652]","[-0.772240400314331, 1.1968895196914673, 2.4838345050811768, 0.01935286447405815, 0.0122830830514431, -0.0014404675457626581]"
2026-02-27T10:39:49.774,58,"[-1.7904443740844727, 1.9402111768722534, -6.140820503234863, 0.04583890363574028, 0.029310867190361023, 0.0012161616468802094]","[-1.28934645652771, 0.7694688439369202, 2.67561674118042, 0.020850246772170067, 0.013121961615979671, 0.0006157421739771962]"
2026-02-27T10:39:49.834,59,"[-1.9327752590179443, 1.8950200080871582, -6.227537155151367, 0.037277109920978546, 0.031529538333415985, 0.00036894355434924364]","[-1.4541666507720947, 0.7274172902107239, 2.9169464111328125, 0.022685406729578972, 0.014320096001029015, 0.0005594661924988031]"
2026-02-27T10:39:49.896,60,"[-2.159921169281006, 1.749595284461975, -6.313959121704102, 0.028231164440512657, 0.03379865735769272, -0.0011118490947410464]","[-1.575390100479126, 0.5577279925346375, 3.0475969314575195, 0.023624930530786514, 0.014951304532587528, 0.0005860545206815004]"
2026-02-27T10:39:49.955,61,"[0.38042983412742615, -3.513340711593628, -6.369969844818115, 0.028484050184488297, 0.0359954908490181, 0.0005407743738032877]","[-1.6555615663528442, 0.42330116033554077, 3.1376912593841553, 0.024293476715683937, 0.015409422107040882, 0.0005612229579128325]"
2026-02-27T10:39:50.016,62,"[0.4091247320175171, -3.5086655616760254, -6.376767635345459, 0.02849649451673031, 0.03604356572031975, 0.00034406446502543986]","[-1.6507813930511475, 0.4770611524581909, 3.1396305561065674, 0.024299798533320427, 0.015462568961083889, 0.0005657232832163572]"
2026-02-27T10:39:50.076,63,"[0.3953617215156555, -3.505570650100708, -6.385756492614746, 0.028530089184641838, 0.036069344729185104, 0.00012547489313874394]","[-1.6398487091064453, 0.5413495302200317, 3.13881516456604, 0.024296864867210388, 0.015477491542696953, 0.0005056592053733766]"
2026-02-27T10:39:50.136,64,"[0.4803498685359955, -3.4951086044311523, -6.398889541625977, 0.028548672795295715, 0.03611550107598305, -0.00013379573647398502]","[-1.6139650344848633, 0.6336328983306885, 3.1351399421691895, 0.024276575073599815, 0.015461297705769539, 0.0003944138588849455]"
2026-02-27T10:39:50.196,65,"[0.6841459274291992, -3.46700382232666, -6.415135860443115, 0.028512118384242058, 0.03619280457496643, -0.0004588622832670808]","[-1.5734697580337524, 0.7371507287025452, 3.130324125289917, 0.024245604872703552, 0.015425148420035839, 0.0002373509923927486]"
2026-02-27T10:39:50.256,66,"[0.9691402316093445, -3.4049110412597656, -6.432616233825684, 0.028452405706048012, 0.03627760335803032, -0.000891911971848458]","[-1.5344620943069458, 0.7874526381492615, 3.1233561038970947, 0.024171022698283195, 0.015341976657509804, 7.286889740498737e-05]"
2026-02-27T10:39:50.317,67,"[1.4097270965576172, -3.2696659564971924, -6.487143039703369, 0.028513982892036438, 0.03658146783709526, -0.0009367801831103861]","[-1.4671112298965454, 0.9030355215072632, 3.120598077774048, 0.024143006652593613, 0.015304102562367916, -0.00016647065058350563]"
2026-02-27T10:39:50.377,68,"[0.912630558013916, -3.4680609703063965, -6.611192226409912, 0.022658968344330788, 0.038273874670267105, -0.0012442038860172033]","[-1.441672921180725, 1.0989254713058472, 3.2871739864349365, 0.02541450597345829, 0.01610492542386055, -0.0002806808042805642]"
2026-02-27T10:39:50.436,69,"[1.2147014141082764, -3.428656578063965, -6.757482528686523, 0.017982199788093567, 0.040004756301641464, -0.00291469506919384]","[-1.45244562625885, 1.1990742683410645, 3.4448089599609375, 0.026602955535054207, 0.016821376979351044, -0.0006146403029561043]"
2026-02-27T10:39:50.496,70,"[-2.4959335327148438, 1.7813268899917603, -6.6961894035339355, 0.014872624538838863, 0.03877341002225876, -0.0010993245523422956]","[-1.4511773586273193, 1.2674226760864258, 3.531907558441162, 0.027277540415525436, 0.01720917783677578, -0.0006641253712587059]"
2026-02-27T10:39:50.558,71,"[2.483386516571045, -2.833125591278076, -6.988789081573486, 0.011422412469983101, 0.04266254976391792, 0.001072355080395937]","[0.6702481508255005, -0.6914570331573486, 3.8792130947113037, 0.029612023383378983, 0.018887631595134735, 0.0012484105536714196]"
2026-02-27T10:39:50.617,72,"[2.7154247760772705, -2.604703664779663, -6.984496116638184, 0.011738553643226624, 0.042563486844301224, -0.0019736881367862225]","[1.0850441455841064, -1.021185278892517, 3.8819010257720947, 0.02968069538474083, 0.01893875002861023, 0.0018608267419040203]"
2026-02-27T10:39:50.676,73,"[2.8341784477233887, -2.4906561374664307, -7.011005401611328, 0.011074014008045197, 0.04283712059259415, -0.0013332065427675843]","[-1.4195812940597534, 1.3878259658813477, 3.703986167907715, 0.028538081794977188, 0.01790052279829979, -0.0004193742061033845]"
2026-02-27T10:39:50.737,74,"[2.9135193824768066, -2.3844501972198486, -7.009113788604736, 0.011123821139335632, 0.04279079660773277, -0.00082109757931903]","[-1.42185640335083, 1.369416356086731, 3.691161870956421, 0.028444631025195122, 0.01780121400952339, -0.00043714974890463054]"
2026-02-27T10:39:50.796,75,"[2.949458360671997, -2.324949026107788, -7.0088372230529785, 0.011107290163636208, 0.04276531934738159, -0.0003102232876699418]","[-1.4271754026412964, 1.3505643606185913, 3.6821446418762207, 0.028377465903759003, 0.017723748460412025, -0.000428198924055323]"
2026-02-27T10:39:50.858,76,"[2.9390676021575928, -2.323521614074707, -7.010123252868652, 0.011027646251022816, 0.04276235029101372, 0.00012927678471896797]","[-1.4268591403961182, 1.3400769233703613, 3.6754510402679443, 0.028324345126748085, 0.01766338385641575, -0.000330674578435719]"
2026-02-27T10:39:50.918,77,"[2.881760597229004, -2.3854711055755615, -7.014914035797119, 0.01092693954706192, 0.042789142578840256, 0.00027174997376278043]","[-1.4041695594787598, 1.3571412563323975, 3.673064947128296, 0.028297150507569313, 0.01763462834060192, -0.00019361046724952757]"
2026-02-27T10:39:50.978,78,"[2.7438509464263916, -2.5401394367218018, -7.020857334136963, 0.010905013419687748, 0.04281307011842728, -8.729703040444292e-06]","[-1.3742731809616089, 1.3836616277694702, 3.673168420791626, 0.028288312256336212, 0.01762429252266884, -3.7806985346833244e-05]"
2026-02-27T10:39:51.039,79,"[2.5124292373657227, -2.7675445079803467, -7.0253496170043945, 0.01102538127452135, 0.04280576854944229, -0.0008298827451653779]","[-1.3467131853103638, 1.4068931341171265, 3.671992540359497, 0.028272265568375587, 0.01761142536997795, 0.00012298853835090995]"
2026-02-27T10:39:51.098,80,"[2.2956924438476562, -2.943026065826416, -7.0243635177612305, 0.011244733817875385, 0.04274917021393776, -0.0016857724403962493]","[-1.3146394491195679, 1.4317494630813599, 3.667426347732544, 0.028231129050254822, 0.017587067559361458, 0.0003232445742469281]"
2026-02-27T10:39:51.160,81,"[2.173062801361084, -3.027529239654541, -7.01910400390625, 0.011445720680058002, 0.0426730215549469, -0.0021316255442798138]","[-1.2776767015457153, 1.4592634439468384, 3.661245822906494, 0.028177864849567413, 0.01755981147289276, 0.0005066596204414964]"
2026-02-27T10:39:51.222,82,"[2.1233644485473633, -3.059661865234375, -7.014294147491455, 0.011545329354703426, 0.04262237623333931, -0.0021847388707101345]","[-1.2451890707015991, 1.4830375909805298, 3.6562726497650146, 0.028135282918810844, 0.017540859058499336, 0.0006456767441704869]"
2026-02-27T10:39:51.282,83,"[2.091491937637329, -3.0809433460235596, -7.010172367095947, 0.011554022319614887, 0.04259587079286575, -0.0020820479840040207]","[-1.2305636405944824, 1.4939671754837036, 3.654191017150879, 0.028118442744016647, 0.017534401267766953, 0.0006897146813571453]"
2026-02-27T10:39:51.343,84,"[2.07063364982605, -3.0969290733337402, -7.008548736572266, 0.011494789272546768, 0.04259990155696869, -0.0018766493303701282]","[-1.2239949703216553, 1.5003094673156738, 3.654433250427246, 0.02811996266245842, 0.01754019595682621, 0.000669678149279207]"
2026-02-27T10:39:51.402,85,"[2.082066774368286, -3.091839075088501, -7.007778644561768, 0.011397125199437141, 0.04261751472949982, -0.0016525501850992441]","[-1.2119531631469727, 1.5121196508407593, 3.655689239501953, 0.02812679298222065, 0.017555100843310356, 0.0006034607067704201]"
2026-02-27T10:39:51.461,86,"[2.089156150817871, -3.0901458263397217, -7.008044719696045, 0.011304046958684921, 0.04264150187373161, -0.0013583514373749495]","[-1.208796501159668, 1.5172374248504639, 3.657909393310547, 0.0281412061303854, 0.01757477968931198, 0.000556976767256856]"
2026-02-27T10:39:51.520,87,"[2.1168079376220703, -3.0735061168670654, -7.008074760437012, 0.011221254244446754, 0.042661916464567184, -0.0011367046972736716]","[-1.2008202075958252, 1.5262826681137085, 3.6603708267211914, 0.028155053034424782, 0.017598887905478477, 0.0005129987839609385]"
2026-02-27T10:39:51.579,88,"[2.1583328247070312, -3.0465304851531982, -7.0087432861328125, 0.011151175945997238, 0.042683377861976624, -0.0009440063149668276]","[-1.1896473169326782, 1.5368541479110718, 3.661749839782715, 0.02815869078040123, 0.01762046106159687, 0.00048188320943154395]"
2026-02-27T10:39:51.639,89,"[2.195124864578247, -3.021238088607788, -7.0088419914245605, 0.011103939265012741, 0.04269637167453766, -0.0008050521719269454]","[-1.1833624839782715, 1.5433586835861206, 3.6632370948791504, 0.02816271223127842, 0.01764218509197235, 0.0004684369487222284]"
2026-02-27T10:39:51.698,90,"[2.2467825412750244, -2.9834768772125244, -7.0088067054748535, 0.011070153675973415, 0.04270501434803009, -0.0007364456541836262]","[-1.1701303720474243, 1.5545958280563354, 3.664167642593384, 0.02816011570394039, 0.017663827165961266, 0.0004443509387783706]"
2026-02-27T10:39:51.758,91,"[2.287123203277588, -2.952483892440796, -7.008439540863037, 0.011065333150327206, 0.042705412954092026, -0.000706846418324858]","[-1.1634598970413208, 1.5600004196166992, 3.664327621459961, 0.028151968494057655, 0.017680181190371513, 0.00041810303810052574]"
2026-02-27T10:39:51.816,92,"[2.314509391784668, -2.930738925933838, -7.008354663848877, 0.011082692071795464, 0.04270249977707863, -0.0007189400494098663]","[-1.16290283203125, 1.5605919361114502, 3.6644644737243652, 0.02814396470785141, 0.017694508656859398, 0.0003768224560189992]"
