wall_time_iso,step,left_ft_joint,right_ft_joint
2026-02-27T10:39:51.875,93,"[2.3399269580841064, -2.9104888439178467, -7.009344577789307, 0.011119895614683628, 0.04270172864198685, -0.0007765789632685483]","[-1.1631314754486084, 1.5600138902664185, 3.664003610610962, 0.028131404891610146, 0.017705176025629044, 0.00031358186970464885]"
2026-02-27T10:39:51.934,94,"[2.355276107788086, -2.8971948623657227, -7.009552478790283, 0.011179924011230469, 0.0426911786198616, -0.0008722162456251681]","[-1.1670260429382324, 1.5567514896392822, 3.663975715637207, 0.028122587129473686, 0.017715860158205032, 0.00023657291603740305]"
2026-02-27T10:39:51.994,95,"[2.3693490028381348, -2.885263442993164, -7.011013984680176, 0.011237604543566704, 0.04268839582800865, -0.0009928203653544188]","[-1.174487829208374, 1.551081895828247, 3.664768934249878, 0.028120992705225945, 0.017728332430124283, 0.00014945410657674074]"
2026-02-27T10:39:52.055,96,"[2.3766558170318604, -2.879129648208618, -7.01337194442749, 0.0112726129591465, 0.04269523173570633, -0.001092416001483798]","[-1.1892213821411133, 1.5403269529342651, 3.6667587757110596, 0.02813034877181053, 0.017743073403835297, 8.883596456144005e-05]"
2026-02-27T10:39:52.113,97,"[2.404074192047119, -2.855935573577881, -7.016116142272949, 0.011269809678196907, 0.04271049425005913, -0.0012343599228188396]","[-1.1950381994247437, 1.5363901853561401, 3.669041156768799, 0.0281410850584507, 0.017759911715984344, 1.589571184013039e-05]"
2026-02-27T10:39:52.172,98,"[2.4412031173706055, -2.8237457275390625, -7.0188703536987305, 0.011247017420828342, 0.042729053646326065, -0.0013420478207990527]","[-1.2035839557647705, 1.5300720930099487, 3.6712169647216797, 0.028152430430054665, 0.017773522064089775, -6.555696745635942e-05]"
2026-02-27T10:39:52.231,99,"[2.44887113571167, -2.8163537979125977, -7.021170139312744, 0.011225156486034393, 0.04274449497461319, -0.0014331666752696037]","[-1.2214267253875732, 1.5159586668014526, 3.6730127334594727, 0.02816423587501049, 0.017780784517526627, -0.0001025486271828413]"
2026-02-27T10:39:52.290,100,"[2.450805187225342, -2.8135201930999756, -7.022886276245117, 0.011206426657736301, 0.042755771428346634, -0.0015296869678422809]","[-1.2355877161026, 1.5039547681808472, 3.6739916801452637, 0.028170304372906685, 0.01778327487409115, -0.00016074914310593158]"
2026-02-27T10:39:52.348,101,"[2.464789628982544, -2.7993783950805664, -7.023723602294922, 0.011195303872227669, 0.04275965690612793, -0.0016558822244405746]","[-1.2394851446151733, 1.5001189708709717, 3.67472243309021, 0.028173573315143585, 0.017785411328077316, -0.00022619486844632775]"
2026-02-27T10:39:52.408,102,"[2.45468807220459, -2.8068692684173584, -7.0246262550354, 0.011200640350580215, 0.04276146739721298, -0.0017322961939498782]","[-1.2494289875030518, 1.4909908771514893, 3.674950361251831, 0.02817601151764393, 0.017781831324100494, -0.00027381954714655876]"
2026-02-27T10:39:52.468,103,"[2.4390134811401367, -2.8195316791534424, -7.025447368621826, 0.011207915842533112, 0.042762745171785355, -0.00177712959703058]","[-1.2567633390426636, 1.4843095541000366, 3.6751749515533447, 0.028179027140140533, 0.01777759939432144, -0.0002582274901214987]"
2026-02-27T10:39:52.527,104,"[2.441054105758667, -2.8165283203125, -7.025628089904785, 0.011213566176593304, 0.042760591953992844, -0.001843788311816752]","[-1.252659797668457, 1.4873911142349243, 3.6753294467926025, 0.028180578723549843, 0.017774933949112892, -0.0002550689096096903]"
2026-02-27T10:39:52.589,105,"[2.4236371517181396, -2.831188678741455, -7.026138782501221, 0.011233660392463207, 0.04275859147310257, -0.0018700588261708617]","[-1.2527164220809937, 1.4869905710220337, 3.6751139163970947, 0.02818119153380394, 0.01776847057044506, -0.00022215844364836812]"
2026-02-27T10:39:52.648,106,"[2.425819158554077, -2.828719139099121, -7.025893688201904, 0.01124582253396511, 0.042753707617521286, -0.0019171515014022589]","[-1.241782307624817, 1.496118426322937, 3.674994945526123, 0.028181424364447594, 0.01776501163840294, -0.0001708009367575869]"
2026-02-27T10:39:52.707,107,"[2.4134161472320557, -2.8390092849731445, -7.025296211242676, 0.011270278133451939, 0.042745087295770645, -0.0019424910424277186]","[-1.234712839126587, 1.5020045042037964, 3.674694061279297, 0.028181929141283035, 0.017759252339601517, -0.00011052979971282184]"
2026-02-27T10:39:52.768,108,"[2.3984313011169434, -2.852125883102417, -7.024966239929199, 0.011289832182228565, 0.04273974522948265, -0.0019446912920102477]","[-1.2268908023834229, 1.5088547468185425, 3.674696207046509, 0.02818523533642292, 0.017755165696144104, -2.140033757314086e-05]"
2026-02-27T10:39:52.827,109,"[2.3962316513061523, -2.8545594215393066, -7.024550914764404, 0.011303206905722618, 0.0427355021238327, -0.0019611099269241095]","[-1.2122818231582642, 1.5208308696746826, 3.674219846725464, 0.028183938935399055, 0.01775074377655983, 5.203258479014039e-05]"
2026-02-27T10:39:52.886,110,"[2.385324716567993, -2.864331007003784, -7.023647785186768, 0.011319534853100777, 0.04272818937897682, -0.001959617016837001]","[-1.2028717994689941, 1.528918981552124, 3.6742429733276367, 0.028187789022922516, 0.01774776540696621, 0.0001362111943308264]"
2026-02-27T10:39:52.945,111,"[2.3779425621032715, -2.871354341506958, -7.022699356079102, 0.011328790336847305, 0.042722247540950775, -0.0019459751201793551]","[-1.193359375, 1.536653757095337, 3.6736810207366943, 0.028187178075313568, 0.017742477357387543, 0.0002036296355072409]"
2026-02-27T10:39:53.005,112,"[2.372481107711792, -2.8768036365509033, -7.021664142608643, 0.011333108879625797, 0.042717039585113525, -0.0019338653655722737]","[-1.1831731796264648, 1.5448864698410034, 3.673194408416748, 0.02818678878247738, 0.01773858442902565, 0.0002666136424522847]"
2026-02-27T10:39:53.067,113,"[2.3587534427642822, -2.8889989852905273, -7.020144939422607, 0.011339960619807243, 0.042708560824394226, -0.0018742815591394901]","[-1.1813359260559082, 1.546513557434082, 3.6725025177001953, 0.028186125680804253, 0.017732178792357445, 0.000331024028128013]"
2026-02-27T10:39:53.129,114,"[2.363006591796875, -2.8863635063171387, -7.018972396850586, 0.011334424838423729, 0.042704567313194275, -0.0018603472271934152]","[-1.1707758903503418, 1.5549489259719849, 3.672004461288452, 0.028184641152620316, 0.01772998832166195, 0.0003503396874293685]"
2026-02-27T10:39:53.188,115,"[2.3531835079193115, -2.895569324493408, -7.018001079559326, 0.011329282075166702, 0.042701978236436844, -0.0017990540945902467]","[-1.1718101501464844, 1.5546143054962158, 3.671682357788086, 0.028186123818159103, 0.01772638037800789, 0.00038816677988506854]"
2026-02-27T10:39:53.248,116,"[2.3651490211486816, -2.8866043090820312, -7.017048358917236, 0.011313780210912228, 0.042700838297605515, -0.0017685364000499249]","[-1.161573886871338, 1.5626214742660522, 3.6711301803588867, 0.02818269468843937, 0.017725631594657898, 0.0003791097551584244]"
2026-02-27T10:39:53.307,117,"[2.3497912883758545, -2.90024733543396, -7.016294479370117, 0.011308780871331692, 0.04269922524690628, -0.001681034336797893]","[-1.1670693159103394, 1.5587960481643677, 3.6707849502563477, 0.02818341553211212, 0.01772257871925831, 0.00040952308336272836]"
2026-02-27T10:39:53.367,118,"[2.35799503326416, -2.893939733505249, -7.015440464019775, 0.011296350508928299, 0.04269777610898018, -0.001673015533015132]","[-1.159362554550171, 1.5649309158325195, 3.6705777645111084, 0.02818145416676998, 0.017724568024277687, 0.0003933502594009042]"
2026-02-27T10:39:53.426,119,"[2.346883773803711, -2.9036879539489746, -7.014801979064941, 0.01129376981407404, 0.042696040123701096, -0.0015771605540066957]","[-1.167184591293335, 1.559114933013916, 3.6700711250305176, 0.028179386630654335, 0.017721515148878098, 0.000396153045585379]"
2026-02-27T10:39:53.486,120,"[2.3514981269836426, -2.9002685546875, -7.01471471786499, 0.01128621306270361, 0.04269787669181824, -0.001589954481460154]","[-1.1628930568695068, 1.5626747608184814, 3.670189380645752, 0.028178907930850983, 0.017725475132465363, 0.0003784777654800564]"
2026-02-27T10:39:53.546,121,"[2.3464832305908203, -2.904582977294922, -7.014455318450928, 0.011286070570349693, 0.04269706457853317, -0.0015344700077548623]","[-1.1680911779403687, 1.5590333938598633, 3.67037296295166, 0.02818002551794052, 0.017727654427289963, 0.00036858502426184714]"
2026-02-27T10:39:53.607,122,"[2.3654544353485107, -2.8890039920806885, -7.014557361602783, 0.011280449107289314, 0.04269877076148987, -0.001557155861519277]","[-1.1626489162445068, 1.5632480382919312, 3.670454740524292, 0.028177602216601372, 0.017732536420226097, 0.0003222723607905209]"
2026-02-27T10:39:53.665,123,"[2.3658289909362793, -2.888465642929077, -7.014305114746094, 0.011289931833744049, 0.042695317417383194, -0.001495693693868816]","[-1.1706045866012573, 1.5570582151412964, 3.67026424407959, 0.028175121173262596, 0.01773272454738617, 0.0003040720184799284]"
2026-02-27T10:39:53.724,124,"[2.366523504257202, -2.8880348205566406, -7.0154218673706055, 0.01129237748682499, 0.042701613157987595, -0.0015301827806979418]","[-1.1725358963012695, 1.555749773979187, 3.6708180904388428, 0.028176700696349144, 0.01773824915289879, 0.0002836176718119532]"
2026-02-27T10:39:53.782,125,"[2.3648717403411865, -2.88907790184021, -7.015977382659912, 0.011302749626338482, 0.04270230978727341, -0.0015326549764722586]","[-1.1792309284210205, 1.5508557558059692, 3.671553373336792, 0.028180288150906563, 0.017743533477187157, 0.00025883709895424545]"
2026-02-27T10:39:53.842,126,"[2.3768701553344727, -2.87868070602417, -7.016766548156738, 0.011301298625767231, 0.04270631819963455, -0.001576246926560998]","[-1.179919719696045, 1.5502231121063232, 3.671966552734375, 0.028180040419101715, 0.01774851232767105, 0.00022184415138326585]"
2026-02-27T10:39:53.901,127,"[2.3844735622406006, -2.871945381164551, -7.017609596252441, 0.01130262017250061, 0.04271010681986809, -0.0015832536155357957]","[-1.185743808746338, 1.5456463098526, 3.6724557876586914, 0.02818128652870655, 0.017752304673194885, 0.00018272321904078126]"
2026-02-27T10:39:53.960,128,"[2.391040086746216, -2.865935802459717, -7.0185322761535645, 0.011301995255053043, 0.0427144393324852, -0.0016070011770352721]","[-1.1892017126083374, 1.5430495738983154, 3.673312187194824, 0.02818496897816658, 0.01775827258825302, 0.00014654548431281]"
2026-02-27T10:39:54.019,129,"[2.396245002746582, -2.8611207008361816, -7.019622802734375, 0.011299202218651772, 0.042720288038253784, -0.001632076920941472]","[-1.195878028869629, 1.5378443002700806, 3.6740753650665283, 0.02818884886801243, 0.017762355506420135, 0.00010774961992865428]"
2026-02-27T10:39:54.079,130,"[2.3972511291503906, -2.859487533569336, -7.020233631134033, 0.011298867873847485, 0.04272244870662689, -0.001656818320043385]","[-1.200965166091919, 1.5336796045303345, 3.6746156215667725, 0.028191007673740387, 0.01776546612381935, 9.100318857235834e-05]"
2026-02-27T10:39:54.138,131,"[2.40334153175354, -2.8534703254699707, -7.020648002624512, 0.011294654570519924, 0.0427241213619709, -0.0016801548190414906]","[-1.207032561302185, 1.5287244319915771, 3.675154209136963, 0.02819364331662655, 0.017767688259482384, 5.3835854487260804e-05]"
2026-02-27T10:39:54.198,132,"[2.4005532264709473, -2.8555283546447754, -7.02181339263916, 0.011290241964161396, 0.04273076355457306, -0.0017063893610611558]","[-1.211098313331604, 1.5254863500595093, 3.675870895385742, 0.028197752311825752, 0.017770828679203987, 5.033053457736969e-05]"
2026-02-27T10:39:54.256,133,"[2.41521954536438, -2.8420870304107666, -7.021905899047852, 0.011286219581961632, 0.0427304171025753, -0.0017435916233807802]","[-1.2101086378097534, 1.5261070728302002, 3.676323413848877, 0.028199298307299614, 0.01777358539402485, 3.6534497667162213e-06]"
2026-02-27T10:39:54.316,134,"[2.411057233810425, -2.8451316356658936, -7.0223069190979, 0.011288616806268692, 0.04273132234811783, -0.0017522928537800908]","[-1.2160146236419678, 1.5209294557571411, 3.676187753677368, 0.028198350220918655, 0.017771141603589058, -6.54825225865352e-06]"
2026-02-27T10:39:54.377,135,"[2.4072365760803223, -2.8479695320129395, -7.022641658782959, 0.011290792375802994, 0.04273202642798424, -0.0017611865187063813]","[-1.2174588441848755, 1.5196545124053955, 3.676452159881592, 0.028200022876262665, 0.01777137815952301, 4.380306393159117e-07]"
2026-02-27T10:39:54.435,136,"[2.4048068523406982, -2.849851131439209, -7.023068428039551, 0.01128955464810133, 0.04273417592048645, -0.001777947531081736]","[-1.2181637287139893, 1.5192828178405762, 3.6770172119140625, 0.028204310685396194, 0.017773140221834183, 1.171734129457036e-05]"
2026-02-27T10:39:54.494,137,"[2.4015212059020996, -2.8525755405426025, -7.02329683303833, 0.011294206604361534, 0.042734187096357346, -0.001776197925209999]","[-1.2193418741226196, 1.518479824066162, 3.6773927211761475, 0.028207870200276375, 0.017773360013961792, 1.4240432392398361e-05]"
2026-02-27T10:39:54.554,138,"[2.398007392883301, -2.855210542678833, -7.022911071777344, 0.011299449019134045, 0.04273050278425217, -0.0017812054138630629]","[-1.2168538570404053, 1.520378828048706, 3.6772565841674805, 0.028207218274474144, 0.017771881073713303, 4.3883759644813836e-05]"
2026-02-27T10:39:54.614,139,"[2.402062177658081, -2.8518896102905273, -7.022928237915039, 0.011298567056655884, 0.04273087531328201, -0.0017931194743141532]","[-1.2127481698989868, 1.52375328540802, 3.6772818565368652, 0.02820770815014839, 0.01777164451777935, 4.926001201965846e-05]"
2026-02-27T10:39:54.677,140,"[2.3990821838378906, -2.8547072410583496, -7.022853851318359, 0.01130097545683384, 0.04273035377264023, -0.0017880024388432503]","[-1.2097383737564087, 1.5264222621917725, 3.6774404048919678, 0.028209829702973366, 0.017771584913134575, 7.486555841751397e-05]"
2026-02-27T10:39:54.735,141,"[2.4012625217437744, -2.853086233139038, -7.0225911140441895, 0.011303337290883064, 0.04272879287600517, -0.0018004755256697536]","[-1.204545021057129, 1.5306580066680908, 3.677283763885498, 0.02820933796465397, 0.017770620062947273, 9.373321518069133e-05]"
2026-02-27T10:39:54.794,142,"[2.3868563175201416, -2.866102933883667, -7.022815704345703, 0.011308606714010239, 0.042730219662189484, -0.0017683495534583926]","[-1.2063796520233154, 1.529667854309082, 3.677536964416504, 0.028213560581207275, 0.017769858241081238, 0.00013409968232735991]"
2026-02-27T10:39:54.854,143,"[2.392775297164917, -2.8612658977508545, -7.022064685821533, 0.011309076100587845, 0.042726319283246994, -0.0017770990962162614]","[-1.1984169483184814, 1.5361570119857788, 3.6773855686187744, 0.02821282669901848, 0.01776994578540325, 0.00015257632185239345]"
2026-02-27T10:39:54.915,144,"[2.3846380710601807, -2.8685805797576904, -7.02151346206665, 0.01131128054112196, 0.0427236407995224, -0.0017507217125967145]","[-1.1993069648742676, 1.5357455015182495, 3.6772820949554443, 0.028214288875460625, 0.017767932265996933, 0.00018657816690392792]"
2026-02-27T10:39:54.976,145,"[2.3916542530059814, -2.8632335662841797, -7.021169662475586, 0.011309796944260597, 0.04272287338972092, -0.001757631660439074]","[-1.1907309293746948, 1.5428085327148438, 3.677279233932495, 0.028214527294039726, 0.017769303172826767, 0.00018800864927470684]"
2026-02-27T10:39:55.039,146,"[2.3867011070251465, -2.868060350418091, -7.02089262008667, 0.011306995525956154, 0.042723096907138824, -0.0017420449294149876]","[-1.1909329891204834, 1.5431153774261475, 3.677427291870117, 0.028217533603310585, 0.017769288271665573, 0.0002213191764894873]"
2026-02-27T10:39:55.103,147,"[2.3913397789001465, -2.864553928375244, -7.020279884338379, 0.011304769665002823, 0.04272088408470154, -0.001734730671159923]","[-1.185506820678711, 1.5473600625991821, 3.676953077316284, 0.028214499354362488, 0.01776798442006111, 0.00022348290076479316]"
2026-02-27T10:39:55.167,148,"[2.388836145401001, -2.86728572845459, -7.0199456214904785, 0.011306561529636383, 0.04271971806883812, -0.0017078049713745713]","[-1.1848119497299194, 1.548166275024414, 3.6768245697021484, 0.02821468561887741, 0.017767347395420074, 0.00023408680863212794]"
2026-02-27T10:39:55.581,149,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-02-27T10:39:55.638,150,"[0.0009904681937769055, 0.0007261158316396177, 0.0017721328185871243, -1.7538749830237066e-07, 2.510080676643156e-08, -1.4392194991330598e-08]","[0.0014012681785970926, 0.0004471449356060475, 0.001750709256157279, -1.3818269906096248e-07, 7.983049954418675e-08, -1.4622616895110241e-08]"
2026-02-27T10:39:55.694,151,"[0.0013657313538715243, 0.0005373943131417036, 0.000889648508746177, -1.129878128836026e-07, 1.9544867768672702e-07, 3.024406558527204e-10]","[0.0012855995446443558, 0.00037343884469009936, 0.000931437243707478, -9.126438982320906e-08, 1.8460582396073733e-07, -6.696821430729472e-10]"
2026-02-27T10:39:55.751,152,"[0.0014964003348723054, 0.00027023255825042725, 0.00017086473235394806, 1.4142940152339634e-08, 2.0215206575358025e-07, 2.7532541935215704e-07]","[0.001473471405915916, 0.00044376609730534256, 0.0002276225422974676, -9.076911666738852e-09, 1.9885290214460838e-07, 2.7600148655437806e-07]"
2026-02-27T10:39:55.811,153,"[-0.00021001127606723458, 0.00022841483587399125, 0.00014534316142089665, 4.122910457482476e-09, -2.3030057860751185e-08, -2.0532963773689517e-08]","[-0.00020838907221332192, 0.0004013204306829721, 0.00019063489162363112, -1.8984961158707847e-08, -2.301769264079212e-08, -1.9749887059106186e-08]"
2026-02-27T10:39:55.869,154,"[-0.00028965112869627774, 0.00020851066801697016, 0.00012890044308733195, -9.669900435937961e-09, -3.5749845750387976e-08, -2.9665653045185536e-08]","[-0.0002923957654275, 0.0003178041079081595, 0.00015557237202301621, -2.427054823783692e-08, -3.623527788931824e-08, -2.9175648563750656e-08]"
2026-02-27T10:39:55.931,155,"[-0.000307550304569304, 0.00020766064699273556, 0.0001392548729199916, -2.900609707978674e-08, -3.1800606592469194e-08, -2.958860889634707e-08]","[-0.00034255930222570896, 0.00024046216276474297, 0.00016275154484901577, -3.342497834069036e-08, -3.65630974386022e-08, -2.9521599387294373e-08]"
2026-02-27T10:39:55.992,156,"[-0.0003362743300385773, 0.00020722871704492718, 0.0001073670937330462, -3.849385166176944e-08, -2.7467773833222964e-08, -3.1164699265673335e-08]","[-0.0004049509880132973, 0.00019766821060329676, 0.00012958850129507482, -3.727624786620254e-08, -3.670233894581543e-08, -3.1371488518061597e-08]"
2026-02-27T10:39:56.056,157,"[-0.00037528324173763394, 0.00021249808196444064, 3.587632818380371e-05, -3.824193939294673e-08, -2.730130432837541e-08, -3.347601307268633e-08]","[-0.00046368190669454634, 0.00019702757708728313, 5.371955194277689e-05, -3.622922761792324e-08, -3.913927315579713e-08, -3.3758080775214694e-08]"
2026-02-27T10:39:56.116,158,"[-0.00041056706686504185, 0.00023466345737688243, -5.2416366088436916e-05, -3.364479894685246e-08, -3.116624469612361e-08, -3.4770700096942164e-08]","[-0.0005002417601644993, 0.0002372531744185835, -4.069858914590441e-05, -3.4021084616142616e-08, -4.31463647032615e-08, -3.497427059073743e-08]"
2026-02-27T10:39:56.173,159,"[-0.000437877606600523, 0.00027955661062151194, -0.00014002114767208695, -2.892049977276656e-08, -3.8680255443068745e-08, -3.4376807178659874e-08]","[-0.0005107654724270105, 0.0003137652820441872, -0.00013398351438809186, -3.3490298534388785e-08, -4.8402167607264346e-08, -3.4395696957290056e-08]"
2026-02-27T10:39:56.231,160,"[-0.00044758248259313405, 0.000345645152265206, -0.00021029936033301055, -2.7060407248313822e-08, -4.8097842153538295e-08, -3.1478680995178365e-08]","[-0.00048756919568404555, 0.00041459480416961014, -0.00020768953254446387, -3.624423072778882e-08, -5.342843678590725e-08, -3.1258473143225274e-08]"
2026-02-27T10:39:56.288,161,"[-0.0004310429794713855, 0.00043364247540012, -0.0002423853293294087, -3.164818096479394e-08, -5.63134676667687e-08, -2.50696459147548e-08]","[-0.0004292470111977309, 0.0005276058218441904, -0.000243285670876503, -4.415107213162628e-08, -5.607112640859668e-08, -2.4631988893020207e-08]"
2026-02-27T10:39:56.346,162,"[-0.0003854961832985282, 0.0005380357033573091, -0.00024003609723877162, -4.297423927823729e-08, -5.99377401044876e-08, -1.6378914224901564e-08]","[-0.0003445077745709568, 0.00064227165421471, -0.0002459548704791814, -5.683090975594496e-08, -5.4460240761500245e-08, -1.5797002816952954e-08]"
2026-02-27T10:39:56.403,163,"[-0.0003411727084312588, 0.0006759109091944993, -0.0002825128904078156, -5.763200050523665e-08, -6.1211316904064e-08, -8.195493172991064e-09]","[-0.0002692301059141755, 0.0007950258441269398, -0.00028111724532209337, -7.348774033744121e-08, -5.164935856782904e-08, -7.469463270126653e-09]"
2026-02-27T10:39:56.461,164,"[-0.00014334921434056014, 0.0008010053425095975, -0.00024371941981371492, -8.254591676859491e-08, -4.366126660215741e-08, 2.0766441011232928e-08]","[-3.321500844322145e-05, 0.0008917902014218271, -0.00024055481480900198, -9.463747119298205e-08, -2.902724993703032e-08, 2.1457569943095223e-08]"
2026-02-27T10:39:56.519,165,"[2.1647296932769677e-07, 0.0009045539190992713, -0.00021312941680662334, -1.0593187482754729e-07, -2.5792211033603962e-08, 1.9065002021534383e-08]","[0.00011594222451094538, 0.0009594234870746732, -0.00020782869250979275, -1.132516089796809e-07, -1.0423725882446888e-08, 1.960616735630083e-08]"
2026-02-27T10:39:56.576,166,"[0.0001969983713934198, 0.0009729379671625793, -0.00020329109975136817, -1.2172995411674492e-07, 1.2035284990830064e-09, 3.146486804439519e-08]","[0.00030998658621683717, 0.0010023644426837564, -0.0001963717513717711, -1.256698425322611e-07, 1.620124479018159e-08, 3.18801411935965e-08]"
2026-02-27T10:39:56.632,167,"[0.0004261464055161923, 0.001017397502437234, -0.00019673153292387724, -1.3338255655526154e-07, 3.277239457588621e-08, 5.9256485940295534e-08]","[0.0005341432406567037, 0.001024251221679151, -0.00018864107551053166, -1.343231019745872e-07, 4.7101693212425744e-08, 5.955199000595712e-08]"
2026-02-27T10:39:56.690,168,"[0.0005716201849281788, 0.0010228775208815932, -0.00017903190746437758, -1.3980447022277076e-07, 5.4012769368227964e-08, 6.588749812408423e-08]","[0.0006663092062808573, 0.0010066274553537369, -0.00016995205078274012, -1.3767422046839783e-07, 6.65680488509679e-08, 6.604201274740262e-08]"
2026-02-27T10:39:56.746,169,"[0.0008320976630784571, 0.0010890078265219927, -0.00012380722910165787, -1.5707088607541664e-07, 8.857415423335624e-08, 1.3468279291828367e-07]","[0.0009196093888022006, 0.0010410553077235818, -0.00011434948828537017, -1.507239346665301e-07, 1.0017370755122101e-07, 1.3467044368553616e-07]"
2026-02-27T10:39:56.804,170,"[3.215572360204533e-05, 0.0005596503033302724, -0.00016216201765928417, -7.169189331079906e-08, -1.35288731328842e-08, -1.685965855813265e-07]","[9.749037417350337e-05, 0.0005669196252711117, -0.0001568229345139116, -7.267843926683781e-08, -4.86261608756422e-09, -1.6839773309129669e-07]"
2026-02-27T10:39:56.860,171,"[-0.00010731031215982512, 0.0004937734920531511, -0.00020315499568823725, -5.3903058017112926e-08, -3.1422377588796735e-08, -1.5339129788571881e-07]","[-7.198582352430094e-06, 0.0005409930017776787, -0.00019608518050517887, -6.020830056741033e-08, -1.8138772261977465e-08, -1.5292216914986057e-07]"
2026-02-27T10:39:56.917,172,"[9.197570761898533e-06, 0.0007564252009615302, -0.0001725641923258081, -9.734581141174203e-08, -3.5714222690330644e-09, -1.9934617512262776e-08]","[9.833045623963699e-05, 0.0007765803020447493, -0.00015918830467853695, -1.0006740325252395e-07, 8.224041003757065e-09, -1.9616631874441737e-08]"
2026-02-27T10:39:56.975,173,"[3.232111339457333e-05, 0.0008706972585059702, -7.098097557900473e-05, -1.2615947753147339e-07, 8.01282062923292e-09, 5.070198128009906e-08]","[9.570062684360892e-05, 0.0008509106119163334, -5.4161213483894244e-05, -1.2357507728211203e-07, 1.636746382871479e-08, 5.077597009517376e-08]"
2026-02-27T10:39:57.034,174,"[-0.00012530232197605073, 0.0008576017571613193, 2.6994706786354072e-05, -1.3059283787697495e-07, -2.003337762346291e-08, 4.671639075581879e-08]","[-3.692185418913141e-05, 0.0008356629987247288, 4.950977745465934e-05, -1.277338839145159e-07, -8.379806182290395e-09, 4.684848775582395e-08]"
2026-02-27T10:39:57.095,175,"[0.0011600622674450278, 0.0019501250935718417, 0.018647458404302597, -3.9665414419687295e-07, 2.2089547258019593e-07, 2.9185662242525723e-07]","[0.0008369950810447335, 0.0014130030758678913, -0.0006059069419279695, -2.75896155699229e-07, 2.638845444380422e-07, 2.8861168743787857e-07]"
2026-02-27T10:39:57.155,176,"[0.00046691010356880724, 0.0006726222927682102, -0.004558556713163853, -3.433585504808434e-08, 2.2922861830920738e-07, -2.2589229331515526e-07]","[-0.00024069201026577502, 0.000795079511590302, 0.0005554382805712521, -6.371569583052406e-08, 1.1228710405930542e-07, -2.2715006764428836e-07]"
2026-02-27T10:39:57.214,177,"[0.0006869666394777596, 0.0009626455139368773, -0.0007409908575937152, -1.2463479492907936e-07, 1.366436634953061e-07, 4.6797392627695444e-09]","[0.0006149093969725072, 0.0010101574007421732, 0.0004904814413748682, -1.340991246934209e-07, 1.2156300499555073e-07, 4.693038846426134e-09]"
2026-02-27T10:39:57.277,178,"[5.320223135640845e-05, 0.0004918950726278126, -0.0006853979430161417, -5.615896370159135e-08, -1.211644757859176e-07, -1.3889750460904793e-09]","[0.0005354143213480711, 0.000529764627572149, 4.390492449601879e-06, -6.29648084782275e-08, -6.010954223256704e-08, 2.508103533888084e-12]"
2026-02-27T10:39:57.340,179,"[-4.860030651092529, 1.4792760610580444, -30.259300231933594, 0.027107449248433113, 0.1958402842283249, -0.0979514941573143]","[0.011772729456424713, -0.008475922048091888, 0.05287184566259384, 0.00038676155963912606, -0.000227021737373434, 5.0988302973564714e-05]"
2026-02-27T10:39:57.400,180,"[-8.409822463989258, 5.634418487548828, -42.87160873413086, -0.14017266035079956, 0.06422223895788193, -0.0037833296228200197]","[0.010197430849075317, -0.0013466725358739495, -5.6218930694740266e-05, 5.529810209736752e-07, 2.6445839012012584e-06, -6.231980478332844e-07]"
2026-02-27T10:39:57.462,181,"[-10.126940727233887, 6.363929748535156, -46.161006927490234, -0.1552572101354599, 0.04517915099859238, 0.006129143759608269]","[0.00042187963845208287, 0.026965303346514702, 0.02237786166369915, 7.575606286991388e-05, 0.00019963222439400852, -1.9745361896639224e-06]"
2026-02-27T10:39:57.525,182,"[-10.346467018127441, 6.475350379943848, -46.361167907714844, -0.15667353570461273, 0.04289598762989044, 0.008508949540555477]","[1.2194899454698316e-06, 0.02634849213063717, -0.0022373306564986706, -7.063507837301586e-06, 2.3893892375781434e-07, 2.2768053895561025e-06]"
2026-02-27T10:39:57.586,183,"[-10.242292404174805, 6.665480136871338, -46.381103515625, -0.15691739320755005, 0.04201792925596237, 0.007259403821080923]","[-0.006633404176682234, 0.024889595806598663, 0.0019390126690268517, 8.07908691058401e-06, 3.403953087399714e-05, 9.112481507145276e-07]"
2026-02-27T10:39:57.649,184,"[-9.842267036437988, 6.850643157958984, -46.51448059082031, -0.15766765177249908, 0.040184810757637024, 0.002456543268635869]","[-0.025721751153469086, 0.02793574146926403, 0.05984862893819809, 0.00020606057660188526, 0.0005105773452669382, -8.537066605640575e-06]"
2026-02-27T10:39:57.708,185,"[-9.514580726623535, 6.97539758682251, -46.551795959472656, -0.15740150213241577, 0.03989415243268013, 0.004060159437358379]","[-0.0535195954144001, 0.027335315942764282, 0.09425467997789383, 0.0003280985401943326, 0.0008009522571228445, -4.444465503183892e-06]"
2026-02-27T10:39:57.770,186,"[-9.429900169372559, 7.224704742431641, -46.40217971801758, -0.1569429188966751, 0.03971052169799805, 0.006445600185543299]","[-0.06585568934679031, 0.01678074710071087, 0.10664844512939453, 0.00037420596345327795, 0.0009038206771947443, 3.123619080724893e-06]"
