wall_time_iso,step,left_ft_joint,right_ft_joint
2026-02-27T10:32:56.310,177,"[0.0006869666394777596, 0.0009626455139368773, -0.0007409908575937152, -1.2463479492907936e-07, 1.366436634953061e-07, 4.6797392627695444e-09]","[0.0006149093969725072, 0.0010101574007421732, 0.0004904814413748682, -1.340991246934209e-07, 1.2156300499555073e-07, 4.693038846426134e-09]"
2026-02-27T10:32:56.370,178,"[5.320223135640845e-05, 0.0004918950726278126, -0.0006853979430161417, -5.615896370159135e-08, -1.211644757859176e-07, -1.3889750460904793e-09]","[0.0005354143213480711, 0.000529764627572149, 4.390492449601879e-06, -6.29648084782275e-08, -6.010954223256704e-08, 2.508103533888084e-12]"
2026-02-27T10:32:56.429,179,"[-4.860030651092529, 1.4792760610580444, -30.259300231933594, 0.027107449248433113, 0.1958402842283249, -0.0979514941573143]","[0.011772729456424713, -0.008475922048091888, 0.05287184566259384, 0.00038676155963912606, -0.000227021737373434, 5.0988302973564714e-05]"
2026-02-27T10:32:56.489,180,"[-8.409822463989258, 5.634418487548828, -42.87160873413086, -0.14017266035079956, 0.06422223895788193, -0.0037833296228200197]","[0.010197430849075317, -0.0013466725358739495, -5.6218930694740266e-05, 5.529810209736752e-07, 2.6445839012012584e-06, -6.231980478332844e-07]"
2026-02-27T10:32:56.548,181,"[-10.126940727233887, 6.363929748535156, -46.161006927490234, -0.1552572101354599, 0.04517915099859238, 0.006129143759608269]","[0.00042187963845208287, 0.026965303346514702, 0.02237786166369915, 7.575606286991388e-05, 0.00019963222439400852, -1.9745361896639224e-06]"
2026-02-27T10:32:56.607,182,"[-10.346467018127441, 6.475350379943848, -46.361167907714844, -0.15667353570461273, 0.04289598762989044, 0.008508949540555477]","[1.2194899454698316e-06, 0.02634849213063717, -0.0022373306564986706, -7.063507837301586e-06, 2.3893892375781434e-07, 2.2768053895561025e-06]"
2026-02-27T10:32:56.666,183,"[-10.242292404174805, 6.665480136871338, -46.381103515625, -0.15691739320755005, 0.04201792925596237, 0.007259403821080923]","[-0.006633404176682234, 0.024889595806598663, 0.0019390126690268517, 8.07908691058401e-06, 3.403953087399714e-05, 9.112481507145276e-07]"
2026-02-27T10:32:56.732,184,"[-9.842267036437988, 6.850643157958984, -46.51448059082031, -0.15766765177249908, 0.040184810757637024, 0.002456543268635869]","[-0.025721751153469086, 0.02793574146926403, 0.05984862893819809, 0.00020606057660188526, 0.0005105773452669382, -8.537066605640575e-06]"
2026-02-27T10:32:56.792,185,"[-9.514580726623535, 6.97539758682251, -46.551795959472656, -0.15740150213241577, 0.03989415243268013, 0.004060159437358379]","[-0.0535195954144001, 0.027335315942764282, 0.09425467997789383, 0.0003280985401943326, 0.0008009522571228445, -4.444465503183892e-06]"
2026-02-27T10:32:56.851,186,"[-9.429900169372559, 7.224704742431641, -46.40217971801758, -0.1569429188966751, 0.03971052169799805, 0.006445600185543299]","[-0.06585568934679031, 0.01678074710071087, 0.10664844512939453, 0.00037420596345327795, 0.0009038206771947443, 3.123619080724893e-06]"
2026-02-27T10:32:56.911,187,"[-9.688119888305664, 7.079700946807861, -46.30465316772461, -0.15926659107208252, 0.04332902655005455, -0.00021079040016047657]","[-0.140140563249588, 0.020576437935233116, 0.22442221641540527, 0.0007883702637627721, 0.0018934204708784819, 1.6590134691796266e-05]"
2026-02-27T10:32:56.972,188,"[-9.75113296508789, 7.251579761505127, -45.95325469970703, -0.1567075550556183, 0.04586300998926163, -0.0007406622753478587]","[-0.1165427416563034, 0.0016992115415632725, 0.1842065006494522, 0.0006520695751532912, 0.0015536152059212327, 2.1873667719773948e-05]"
2026-02-27T10:32:57.032,189,"[-9.848978042602539, 7.456548690795898, -45.71052932739258, -0.15504762530326843, 0.0475139319896698, -0.0030471584759652615]","[-0.09624191373586655, -0.010378536768257618, 0.15326255559921265, 0.0005454152124002576, 0.0012914935359731317, 2.566428702266421e-05]"
2026-02-27T10:32:57.092,190,"[-9.884781837463379, 7.598100185394287, -45.47876739501953, -0.15349404513835907, 0.04914943128824234, -0.003990652970969677]","[-0.06873497366905212, -0.014560902491211891, 0.11154703795909882, 0.00039871170883998275, 0.0009389829938299954, 2.4046039470704272e-05]"
2026-02-27T10:32:57.154,191,"[-9.71440315246582, 7.739980697631836, -45.12285614013672, -0.15151794254779816, 0.051810815930366516, -0.00696794968098402]","[-0.048612747341394424, -0.01389232836663723, 0.08096695691347122, 0.00029023518436588347, 0.0006796397501602769, 1.948251883732155e-05]"
2026-02-27T10:32:57.214,192,"[-13.602837562561035, 6.568310737609863, -45.0012092590332, -0.18548835813999176, 0.24288398027420044, -0.005702887661755085]","[-0.014756406657397747, -0.005318380426615477, -0.0013372779358178377, 1.4779913044549176e-06, -3.875108632200863e-06, 6.917804995509869e-08]"
2026-02-27T10:32:57.276,193,"[-9.993453025817871, 6.928329944610596, -44.679622650146484, -0.16555757820606232, 0.05299115553498268, -0.0226350799202919]","[-0.419450581073761, -0.13003727793693542, 0.7168604731559753, 0.0025783951859921217, 0.005984320770949125, 0.00016085304378066212]"
2026-02-27T10:32:57.336,194,"[-10.065750122070312, 6.708877086639404, -44.40757369995117, -0.1634969264268875, 0.0556725412607193, -0.01876046508550644]","[-0.388219952583313, -0.13972075283527374, 0.6682365536689758, 0.0024094099644571543, 0.005585759412497282, 0.000272942241281271]"
2026-02-27T10:32:57.397,195,"[-10.418257713317871, 6.1910786628723145, -44.343894958496094, -0.16343113780021667, 0.05615786463022232, -0.012386900372803211]","[-0.36756500601768494, -0.12670867145061493, 0.6368584632873535, 0.0022830795496702194, 0.005308548919856548, 0.0002749394334387034]"
2026-02-27T10:32:57.456,196,"[-10.586634635925293, 5.872313976287842, -44.34867477416992, -0.1638614386320114, 0.055963966995477676, -0.004305844195187092]","[-0.3693043291568756, -0.11100339889526367, 0.6378380060195923, 0.0022707919124513865, 0.00530618941411376, 0.00023854248865973204]"
2026-02-27T10:32:57.516,197,"[-10.604642868041992, 5.473444938659668, -44.44325256347656, -0.16452571749687195, 0.056046515703201294, -0.003030069638043642]","[-0.3833564221858978, -0.07479304820299149, 0.6482110619544983, 0.0022943748626857996, 0.0053880768828094006, 0.00013863350613974035]"
2026-02-27T10:32:57.576,198,"[-10.635193824768066, 5.065362930297852, -44.57162094116211, -0.1655491292476654, 0.055550362914800644, -0.009134487248957157]","[-0.4040523171424866, -0.06381884217262268, 0.6825684309005737, 0.0023970596957951784, 0.005671883001923561, 0.00013323999883141369]"
2026-02-27T10:32:57.636,199,"[-10.568607330322266, 4.709220886230469, -44.71266555786133, -0.1662764549255371, 0.05492115393280983, -0.010974986478686333]","[-0.42398709058761597, 0.006660799030214548, 0.7008119225502014, 0.0024361161049455404, 0.0058432333171367645, 8.223355689551681e-05]"
2026-02-27T10:32:57.697,200,"[-10.473966598510742, 4.498322010040283, -44.793399810791016, -0.1674036681652069, 0.05336442589759827, -0.019547825679183006]","[-0.43434369564056396, 0.11400676518678665, 0.7309055924415588, 0.002508463803678751, 0.0061281160451471806, 6.819859663664829e-06]"
2026-02-27T10:32:57.764,201,"[-10.414236068725586, 4.376880168914795, -44.886260986328125, -0.16824971139431, 0.051718734204769135, -0.01860847882926464]","[-0.40856850147247314, 0.22332492470741272, 0.7511785626411438, 0.0025382316671311855, 0.006331651471555233, -4.4122883991803974e-05]"
2026-02-27T10:32:57.829,202,"[-10.332855224609375, 4.324172496795654, -44.987125396728516, -0.16893406212329865, 0.0503588542342186, -0.01665322482585907]","[-0.3832072913646698, 0.2923601567745209, 0.7747586965560913, 0.0025843626353889704, 0.006555525120347738, -8.07161777629517e-05]"
2026-02-27T10:32:57.893,203,"[-9.184417724609375, 3.952692747116089, -43.756492614746094, -0.17152100801467896, 0.02441323548555374, -0.14897890388965607]","[-0.05524082109332085, 0.12808285653591156, 1.6001306772232056, 0.005085614509880543, 0.013169660232961178, 0.006852000020444393]"
2026-02-27T10:32:57.954,204,"[-8.260437965393066, 5.888723850250244, -44.910037994384766, -0.11813494563102722, -0.0268805380910635, -0.06142416596412659]","[-0.9500846266746521, 0.4534793198108673, 1.7120778560638428, 0.003403677837923169, 0.015092654153704643, -0.0002355288015678525]"
2026-02-27T10:32:58.015,205,"[-8.300084114074707, 5.619198799133301, -45.05763626098633, -0.1181434690952301, -0.028461357578635216, -0.06117578223347664]","[-0.9811123013496399, 0.361266165971756, 1.7012076377868652, 0.0033630277030169964, 0.014998218975961208, -0.00022906398226041347]"
2026-02-27T10:32:58.075,206,"[-8.359392166137695, 5.453517913818359, -45.16071319580078, -0.11815790086984634, -0.029707053676247597, -0.060827989131212234]","[-0.9991541504859924, 0.3230464458465576, 1.7053016424179077, 0.0033303392119705677, 0.015050767920911312, -0.00023554908693768084]"
2026-02-27T10:32:58.136,207,"[-8.409263610839844, 5.4427690505981445, -45.274391174316406, -0.11826349049806595, -0.031016115099191666, -0.060308799147605896]","[-1.0170000791549683, 0.28870710730552673, 1.7152780294418335, 0.003310653381049633, 0.015150883235037327, -0.00023821373179089278]"
2026-02-27T10:32:58.198,208,"[-7.882017135620117, 5.919581413269043, -45.357269287109375, -0.10114210098981857, -0.05750253424048424, -0.059866469353437424]","[-1.0394340753555298, 0.24738648533821106, 1.733109474182129, 0.003321900963783264, 0.01531436201184988, -0.00024152349215000868]"
2026-02-27T10:32:58.260,209,"[-8.502872467041016, 5.6701579093933105, -45.47073745727539, -0.11853037029504776, -0.03313537687063217, -0.05925481766462326]","[-1.0413997173309326, 0.25536051392555237, 1.736444354057312, 0.0033116228878498077, 0.015354547649621964, -0.00024128146469593048]"
2026-02-27T10:32:58.325,210,"[-8.560430526733398, 5.7989583015441895, -45.506290435791016, -0.11858657002449036, -0.033499930053949356, -0.05888405442237854]","[-1.0536742210388184, 0.22850194573402405, 1.746134638786316, 0.0033380130771547556, 0.015438344329595566, -0.00023336616868618876]"
2026-02-27T10:32:58.388,211,"[-8.628775596618652, 5.907912731170654, -45.54636764526367, -0.11864088475704193, -0.03385557606816292, -0.05871050804853439]","[-1.0514922142028809, 0.24706041812896729, 1.747403621673584, 0.0033497903496026993, 0.015452384948730469, -0.00022063107462599874]"
2026-02-27T10:32:58.450,212,"[-8.69318675994873, 5.992299556732178, -45.57996368408203, -0.1186906024813652, -0.03407875448465347, -0.05866545811295509]","[-1.039941668510437, 0.2856864035129547, 1.7429410219192505, 0.003353256732225418, 0.015415261499583721, -0.0002040134568233043]"
2026-02-27T10:32:58.514,213,"[-8.726663589477539, 6.065203666687012, -45.60840606689453, -0.11890750378370285, -0.03470849245786667, -0.05423867702484131]","[-1.0180270671844482, 0.34062328934669495, 1.7342809438705444, 0.0033483016304671764, 0.015339174307882786, -0.00018875551177188754]"
2026-02-27T10:32:58.576,214,"[-8.747607231140137, 6.114880561828613, -45.638267517089844, -0.11896199733018875, -0.034660227596759796, -0.05317102000117302]","[-0.9886269569396973, 0.3972513973712921, 1.7223533391952515, 0.003338398179039359, 0.01523108221590519, -0.00017971466877497733]"
2026-02-27T10:32:58.637,215,"[-8.723938941955566, 6.16539192199707, -45.66865921020508, -0.11901746690273285, -0.03454125300049782, -0.0530594140291214]","[-0.9592295289039612, 0.44305118918418884, 1.7099567651748657, 0.003331021871417761, 0.015116533264517784, -0.00018128144438378513]"
2026-02-27T10:32:58.699,216,"[-8.673545837402344, 6.2106804847717285, -45.695037841796875, -0.11908150464296341, -0.034435171633958817, -0.0540090836584568]","[-0.9343705773353577, 0.4726811647415161, 1.6964216232299805, 0.0033249594271183014, 0.01499098539352417, -0.00018040667055174708]"
2026-02-27T10:32:58.759,217,"[-8.6175537109375, 6.255957126617432, -45.714881896972656, -0.11914150416851044, -0.03432147577404976, -0.05524324253201485]","[-0.9136179685592651, 0.4908604025840759, 1.681809425354004, 0.003317507216706872, 0.014855477958917618, -0.0001773529511410743]"
2026-02-27T10:32:58.823,218,"[-8.555445671081543, 6.297914981842041, -45.71534729003906, -0.11916913092136383, -0.03408626466989517, -0.05645902454853058]","[-0.8980035781860352, 0.4979245364665985, 1.6665489673614502, 0.0033079644199460745, 0.014713761396706104, -0.00017009068687912077]"
2026-02-27T10:32:58.886,219,"[-8.499678611755371, 6.337207317352295, -45.71424865722656, -0.11920156329870224, -0.033827994018793106, -0.05730409920215607]","[-0.8858709335327148, 0.49841874837875366, 1.6515822410583496, 0.003296010661870241, 0.01457369513809681, -0.00015980425814632326]"
2026-02-27T10:32:58.944,220,"[-8.465262413024902, 6.372953414916992, -45.701255798339844, -0.11921568214893341, -0.03346056863665581, -0.057813964784145355]","[-0.8779104351997375, 0.4913000464439392, 1.6368728876113892, 0.003281649900600314, 0.014434775337576866, -0.00014581313007511199]"
2026-02-27T10:32:59.003,221,"[-7.9035868644714355, 6.753823757171631, -45.63299560546875, -0.10221537947654724, -0.05869322642683983, -0.05838259309530258]","[-0.8787238001823425, 0.4758653938770294, 1.628311276435852, 0.0032777097076177597, 0.014349215663969517, -0.0001288089551962912]"
2026-02-27T10:32:59.062,222,"[-8.458044052124023, 6.44048547744751, -45.685707092285156, -0.11925821751356125, -0.03269563242793083, -0.058475155383348465]","[-0.8419399857521057, 0.5088250637054443, 1.6112579107284546, 0.0032375031150877476, 0.014183269813656807, -0.00013170484453439713]"
2026-02-27T10:32:59.121,223,"[-8.47917366027832, 6.45756196975708, -45.633121490478516, -0.11920593678951263, -0.031927887350320816, -0.05940958485007286]","[-0.8586838841438293, 0.4694434106349945, 1.6036183834075928, 0.0032351380214095116, 0.014107611030340195, -0.00010598297376418486]"
2026-02-27T10:32:59.180,224,"[-8.5011625289917, 6.472868919372559, -45.60976791381836, -0.11919216066598892, -0.03143041208386421, -0.06093795597553253]","[-0.8498320579528809, 0.46903979778289795, 1.5953205823898315, 0.003216913901269436, 0.01402316801249981, -9.369858889840543e-05]"
2026-02-27T10:32:59.239,225,"[-8.525200843811035, 6.487153053283691, -45.595855712890625, -0.11920826137065887, -0.03112112544476986, -0.06271740794181824]","[-0.8405933380126953, 0.47080057859420776, 1.5880578756332397, 0.0031982618384063244, 0.013949142768979073, -8.144160528900102e-05]"
2026-02-27T10:32:59.297,226,"[-8.541980743408203, 6.498064041137695, -45.5838623046875, -0.11924413591623306, -0.030987121164798737, -0.06423387676477432]","[-0.8293418288230896, 0.47786152362823486, 1.5823273658752441, 0.0031796947587281466, 0.013889897614717484, -6.955472781555727e-05]"
2026-02-27T10:32:59.356,227,"[-8.554570198059082, 6.507889747619629, -45.572330474853516, -0.11928199231624603, -0.030986856669187546, -0.06512957066297531]","[-0.8203209638595581, 0.48295849561691284, 1.5776076316833496, 0.003162827342748642, 0.013841383159160614, -5.7037606893572956e-05]"
2026-02-27T10:32:59.415,228,"[-8.566944122314453, 6.515126705169678, -45.56015396118164, -0.11932207643985748, -0.031065043061971664, -0.06528736650943756]","[-0.8108067512512207, 0.49056121706962585, 1.5742243528366089, 0.0031475790310651064, 0.013805868104100227, -4.7185589210130274e-05]"
2026-02-27T10:32:59.475,229,"[-8.579014778137207, 6.520910739898682, -45.54877471923828, -0.11936239898204803, -0.03118864819407463, -0.06486445665359497]","[-0.8032872676849365, 0.4978965222835541, 1.5730712413787842, 0.003136986866593361, 0.013791199773550034, -4.0133196307579055e-05]"
2026-02-27T10:32:59.536,230,"[-8.590361595153809, 6.526233196258545, -45.53908920288086, -0.11939819157123566, -0.03133952245116234, -0.06407788395881653]","[-0.797579824924469, 0.5041125416755676, 1.5730280876159668, 0.003129085060209036, 0.013787469826638699, -3.554243085091002e-05]"
2026-02-27T10:32:59.597,231,"[-8.601581573486328, 6.530839443206787, -45.53133010864258, -0.11943011730909348, -0.03147856518626213, -0.0631648376584053]","[-0.793204665184021, 0.5093902945518494, 1.5735734701156616, 0.003122897818684578, 0.01378999836742878, -3.3217580494238064e-05]"
2026-02-27T10:32:59.656,232,"[-8.607195854187012, 6.537063121795654, -45.526065826416016, -0.11946545541286469, -0.031614337116479874, -0.062337473034858704]","[-0.7906486392021179, 0.5137916803359985, 1.5754114389419556, 0.003119964152574539, 0.013804714195430279, -3.317728987894952e-05]"
2026-02-27T10:32:59.715,233,"[-8.61591911315918, 6.539498329162598, -45.520416259765625, -0.1194840669631958, -0.0317159928381443, -0.06159545108675957]","[-0.7890302538871765, 0.5176263451576233, 1.577673077583313, 0.0031183362007141113, 0.013823878020048141, -3.400462446734309e-05]"
2026-02-27T10:32:59.776,234,"[-8.622346878051758, 6.541459083557129, -45.517333984375, -0.11950548738241196, -0.03181322664022446, -0.0610126368701458]","[-0.7875776886940002, 0.5217674970626831, 1.5802417993545532, 0.003117647022008896, 0.01384630799293518, -3.57893222826533e-05]"
2026-02-27T10:32:59.836,235,"[-8.63205337524414, 6.540211200714111, -45.51258850097656, -0.11950910091400146, -0.03187676519155502, -0.0604739785194397]","[-0.785875678062439, 0.5261805653572083, 1.58257257938385, 0.0031169005669653416, 0.01386686135083437, -4.034429002786055e-05]"
2026-02-27T10:32:59.896,236,"[-8.635128021240234, 6.540986061096191, -45.51152038574219, -0.11951879411935806, -0.031948965042829514, -0.060181230306625366]","[-0.7868797779083252, 0.5276166796684265, 1.5853271484375, 0.0031182270031422377, 0.013891886919736862, -4.308005372877233e-05]"
2026-02-27T10:32:59.955,237,"[-8.640169143676758, 6.53997802734375, -45.50967788696289, -0.11951825767755508, -0.03200101852416992, -0.05990688130259514]","[-0.7874951958656311, 0.5296878218650818, 1.5880894660949707, 0.0031199029181152582, 0.013917121104896069, -4.755119516630657e-05]"
2026-02-27T10:33:00.019,238,"[-8.64495849609375, 6.538380146026611, -45.50822830200195, -0.11951300501823425, -0.03205106034874916, -0.05972473695874214]","[-0.7890688180923462, 0.5300361514091492, 1.5902694463729858, 0.0031213629990816116, 0.013937477953732014, -5.1244325732113793e-05]"
2026-02-27T10:33:00.078,239,"[-8.649145126342773, 6.536741733551025, -45.507423400878906, -0.11950968205928802, -0.03208926320075989, -0.05961871147155762]","[-0.7879481911659241, 0.5339572429656982, 1.5924822092056274, 0.0031222724355757236, 0.013957754708826542, -5.607886487268843e-05]"
2026-02-27T10:33:00.138,240,"[-8.653718948364258, 6.53478479385376, -45.50680923461914, -0.1195027306675911, -0.032117705792188644, -0.05953749641776085]","[-0.7893802523612976, 0.5349395871162415, 1.5950251817703247, 0.003125200979411602, 0.013981306925415993, -5.994683306198567e-05]"
2026-02-27T10:33:00.198,241,"[-8.657065391540527, 6.534357070922852, -45.50678253173828, -0.11949342489242554, -0.03214666619896889, -0.05948692560195923]","[-0.7894638180732727, 0.5367143750190735, 1.596584439277649, 0.0031264121644198895, 0.013995991088449955, -6.422797014238313e-05]"
2026-02-27T10:33:00.258,242,"[-8.664765357971191, 6.528931140899658, -45.50537872314453, -0.11947833746671677, -0.032154571264982224, -0.05946923419833183]","[-0.7907879948616028, 0.5370753407478333, 1.5983244180679321, 0.0031288296449929476, 0.014012454077601433, -6.733033660566434e-05]"
2026-02-27T10:33:00.318,243,"[-8.670683860778809, 6.5256805419921875, -45.50321578979492, -0.11946321278810501, -0.03215302526950836, -0.05950411036610603]","[-0.791776180267334, 0.5378446578979492, 1.6000422239303589, 0.0031313698273152113, 0.014028557576239109, -6.951192335691303e-05]"
2026-02-27T10:33:00.377,244,"[-8.670490264892578, 6.527265548706055, -45.50516891479492, -0.11946024745702744, -0.032171785831451416, -0.05955887213349342]","[-0.7927257418632507, 0.5378761291503906, 1.600968360900879, 0.003133119083940983, 0.014037560671567917, -7.285402534762397e-05]"
2026-02-27T10:33:00.438,245,"[-8.671783447265625, 6.526564598083496, -45.504886627197266, -0.1194521114230156, -0.03217371553182602, -0.05965974181890488]","[-0.7936749458312988, 0.5381694436073303, 1.6021783351898193, 0.0031355610117316246, 0.014048977755010128, -7.436881423927844e-05]"
2026-02-27T10:33:00.498,246,"[-8.674832344055176, 6.525317668914795, -45.50590515136719, -0.11944622546434402, -0.03217577189207077, -0.059743981808423996]","[-0.7944442629814148, 0.5384553670883179, 1.6031676530838013, 0.0031379060819745064, 0.014058295637369156, -7.608282612636685e-05]"
2026-02-27T10:33:00.557,247,"[-8.675119400024414, 6.525436878204346, -45.50587463378906, -0.11943913251161575, -0.03216401860117912, -0.05988146364688873]","[-0.7949719429016113, 0.538683295249939, 1.6037991046905518, 0.0031397156417369843, 0.014064413495361805, -7.708937482675537e-05]"
2026-02-27T10:33:00.615,248,"[-8.683505058288574, 6.5172648429870605, -45.50303649902344, -0.11941991001367569, -0.032123368233442307, -0.059900518506765366]","[-0.793917179107666, 0.5411126613616943, 1.6046422719955444, 0.0031414944678545, 0.01407199539244175, -7.808247755747288e-05]"
2026-02-27T10:33:00.675,249,"[-8.683364868164062, 6.516678810119629, -45.50190734863281, -0.11941297352313995, -0.03210708126425743, -0.06003822758793831]","[-0.7949734330177307, 0.5405176281929016, 1.6051777601242065, 0.003143681213259697, 0.014077161438763142, -7.82015995355323e-05]"
2026-02-27T10:33:00.734,250,"[-8.68848705291748, 6.5127387046813965, -45.50075149536133, -0.11940144747495651, -0.032074373215436935, -0.060035523027181625]","[-0.7955631017684937, 0.5402825474739075, 1.60550856590271, 0.003145531052723527, 0.01408033724874258, -7.9017409007065e-05]"
2026-02-27T10:33:00.794,251,"[-8.687128067016602, 6.512270450592041, -45.500831604003906, -0.11939909309148788, -0.032059427350759506, -0.06015250086784363]","[-0.7959233522415161, 0.5403260588645935, 1.6058529615402222, 0.0031472917180508375, 0.01408357173204422, -7.874394941609353e-05]"
2026-02-27T10:33:00.856,252,"[-8.686202049255371, 6.511484622955322, -45.501163482666016, -0.11939829587936401, -0.0320410430431366, -0.06025167554616928]","[-0.7958380579948425, 0.5406957864761353, 1.6059788465499878, 0.003148425603285432, 0.014084734953939915, -7.883123180363327e-05]"
2026-02-27T10:33:00.916,253,"[-8.683890342712402, 6.512756824493408, -45.5028190612793, -0.11939968168735504, -0.0320393405854702, -0.06033306196331978]","[-0.7964028120040894, 0.5403232574462891, 1.6062300205230713, 0.003150109900161624, 0.014087017625570297, -7.883647049311548e-05]"
2026-02-27T10:33:00.974,254,"[-8.682450294494629, 6.512609004974365, -45.502662658691406, -0.11939793825149536, -0.032020386308431625, -0.060410019010305405]","[-0.7960906028747559, 0.5408104062080383, 1.6062414646148682, 0.0031508684623986483, 0.014087067916989326, -7.88066754466854e-05]"
2026-02-27T10:33:01.033,255,"[-8.680835723876953, 6.512263298034668, -45.50308609008789, -0.11939788609743118, -0.03201240673661232, -0.06045813858509064]","[-0.7965443134307861, 0.5403578281402588, 1.6063240766525269, 0.0031519595067948103, 0.014087789691984653, -7.834829011699185e-05]"
2026-02-27T10:33:01.092,256,"[-8.678605079650879, 6.513007164001465, -45.503543853759766, -0.11939924210309982, -0.0320015549659729, -0.06051413342356682]","[-0.7970222234725952, 0.5398848056793213, 1.606451153755188, 0.0031530566047877073, 0.014088865369558334, -7.801577157806605e-05]"
2026-02-27T10:33:01.153,257,"[-8.677257537841797, 6.5132036209106445, -45.50354766845703, -0.11940033733844757, -0.031990811228752136, -0.0605371929705143]","[-0.7968579530715942, 0.5400577783584595, 1.6064189672470093, 0.0031534458976238966, 0.014088421128690243, -7.767972419969738e-05]"
2026-02-27T10:33:01.211,258,"[-8.674764633178711, 6.514663219451904, -45.5041618347168, -0.11940103024244308, -0.03198603540658951, -0.06056705117225647]","[-0.7972226738929749, 0.5395665764808655, 1.6064268350601196, 0.003153966274112463, 0.014088401570916176, -7.714673120062798e-05]"
2026-02-27T10:33:01.270,259,"[-8.673299789428711, 6.515615940093994, -45.50472640991211, -0.11940312385559082, -0.031985871493816376, -0.06056709960103035]","[-0.796670138835907, 0.5404875874519348, 1.6067025661468506, 0.0031544631347060204, 0.0140905249863863, -7.731923687970266e-05]"
2026-02-27T10:33:01.328,260,"[-8.6718111038208, 6.517061710357666, -45.50545120239258, -0.11940509080886841, -0.031989336013793945, -0.06055113673210144]","[-0.7979215979576111, 0.5386185646057129, 1.6065119504928589, 0.003154692705720663, 0.01408887468278408, -7.655024091945961e-05]"
2026-02-27T10:33:01.388,261,"[-8.670402526855469, 6.519008159637451, -45.5057258605957, -0.11940526217222214, -0.03199011832475662, -0.06054161861538887]","[-0.7977167367935181, 0.538785994052887, 1.6065049171447754, 0.0031545355450361967, 0.014088612981140614, -7.674180960748345e-05]"
2026-02-27T10:33:01.448,262,"[-8.66856575012207, 6.5213541984558105, -45.506568908691406, -0.11940673738718033, -0.03199762478470802, -0.06051347777247429]","[-0.7985153198242188, 0.5376733541488647, 1.606527328491211, 0.003154707606881857, 0.014088770374655724, -7.649115286767483e-05]"
2026-02-27T10:33:01.506,263,"[-8.6675386428833, 6.523871898651123, -45.5068244934082, -0.1194075345993042, -0.03200145810842514, -0.06048646196722984]","[-0.7984845042228699, 0.5373684763908386, 1.6062908172607422, 0.0031540014315396547, 0.014086494222283363, -7.647884922334924e-05]"
2026-02-27T10:33:01.565,264,"[-8.666879653930664, 6.526608943939209, -45.50736999511719, -0.11940905451774597, -0.032006338238716125, -0.06045525148510933]","[-0.7997348308563232, 0.5355432629585266, 1.606204867362976, 0.003153993282467127, 0.014085836708545685, -7.571616879431531e-05]"
2026-02-27T10:33:01.626,265,"[-8.66596508026123, 6.529794216156006, -45.50730895996094, -0.11940781027078629, -0.03201129287481308, -0.0604168176651001]","[-0.7995927333831787, 0.5354600548744202, 1.606055736541748, 0.0031532407738268375, 0.01408433634787798, -7.626762089785188e-05]"
2026-02-27T10:33:01.684,266,"[-8.665471076965332, 6.533308506011963, -45.50751495361328, -0.11940724402666092, -0.03201475739479065, -0.06038856878876686]","[-0.7996904253959656, 0.5353078842163086, 1.6061571836471558, 0.003152953926473856, 0.014085071161389351, -7.630904292454943e-05]"
2026-02-27T10:33:01.743,267,"[-8.664567947387695, 6.536654472351074, -45.50741195678711, -0.11940670013427734, -0.03202308341860771, -0.06035677716135979]","[-0.8003836870193481, 0.5343703627586365, 1.6062406301498413, 0.0031528209801763296, 0.014085756614804268, -7.61316841817461e-05]"
2026-02-27T10:33:01.801,268,"[-8.665027618408203, 6.540632247924805, -45.506778717041016, -0.11940324306488037, -0.032021503895521164, -0.06031622365117073]","[-0.801535964012146, 0.5328510403633118, 1.6063467264175415, 0.0031529045663774014, 0.01408672146499157, -7.610458851559088e-05]"
2026-02-27T10:33:01.859,269,"[-8.664904594421387, 6.543914794921875, -45.50691604614258, -0.11940275877714157, -0.032026421278715134, -0.060286469757556915]","[-0.8017210364341736, 0.5327453017234802, 1.6065887212753296, 0.0031528729014098644, 0.01408875547349453, -7.615282811457291e-05]"
2026-02-27T10:33:01.920,270,"[-8.66463565826416, 6.54725456237793, -45.506263732910156, -0.11940226703882217, -0.032029371708631516, -0.06025919318199158]","[-0.8012826442718506, 0.5333966016769409, 1.6067646741867065, 0.0031524626538157463, 0.014090142212808132, -7.651783380424604e-05]"
2026-02-27T10:33:01.981,271,"[-8.664501190185547, 6.55078125, -45.505855560302734, -0.11940138041973114, -0.032031502574682236, -0.0602388009428978]","[-0.8018361926078796, 0.5327125191688538, 1.6068838834762573, 0.0031523844227194786, 0.01409118715673685, -7.637312955921516e-05]"
2026-02-27T10:33:02.040,272,"[-8.664654731750488, 6.554607391357422, -45.505592346191406, -0.11939944326877594, -0.03203097730875015, -0.06021128222346306]","[-0.801802933216095, 0.5330759286880493, 1.6072787046432495, 0.0031526475213468075, 0.014094524085521698, -7.692470535403118e-05]"
2026-02-27T10:33:02.100,273,"[-8.66466236114502, 6.55703592300415, -45.50471115112305, -0.11939870566129684, -0.032029785215854645, -0.06018790602684021]","[-0.8023260831832886, 0.5326946973800659, 1.6076337099075317, 0.0031530619598925114, 0.014097674749791622, -7.691211794735864e-05]"
