wall_time_iso,step,left_ft_joint,right_ft_joint
2026-02-26T14:50:24.517,473,"[-0.3518237769603729, -1.2335280179977417, -45.59267807006836, -0.1398763656616211, 0.05348416417837143, -0.002936353674158454]","[0.013140708208084106, -0.1157459169626236, 40.5859260559082, 0.030355826020240784, -0.10434284806251526, 0.012506257742643356]"
2026-02-26T14:50:24.553,474,"[-0.35160839557647705, -1.2335093021392822, -45.593055725097656, -0.13987985253334045, 0.053480733186006546, -0.002935485215857625]","[0.012487790547311306, -0.11591023206710815, 40.585540771484375, 0.030355382710695267, -0.10434161126613617, 0.01250848826020956]"
2026-02-26T14:50:24.589,475,"[-0.3518405258655548, -1.2334201335906982, -45.59259796142578, -0.13987569510936737, 0.05348264425992966, -0.002936601173132658]","[0.014651279896497726, -0.11468090862035751, 40.58558654785156, 0.030356187373399734, -0.10434331744909286, 0.012508521787822247]"
2026-02-26T14:50:24.623,476,"[-0.3518279790878296, -1.2334582805633545, -45.5926399230957, -0.139875128865242, 0.05348280444741249, -0.0029340912587940693]","[0.01172596961259842, -0.11732885986566544, 40.585670471191406, 0.030357450246810913, -0.10434264689683914, 0.012497891671955585]"
2026-02-26T14:50:24.659,477,"[-0.35189497470855713, -1.2334575653076172, -45.592525482177734, -0.13987378776073456, 0.053484223783016205, -0.002933209529146552]","[0.013426808640360832, -0.11558076739311218, 40.585880279541016, 0.030355388298630714, -0.10434384644031525, 0.012502293102443218]"
2026-02-26T14:50:24.694,478,"[-0.35194259881973267, -1.2336304187774658, -45.592124938964844, -0.1398763507604599, 0.053483616560697556, -0.00293686892837286]","[0.01591053605079651, -0.11353331804275513, 40.58605194091797, 0.03035021387040615, -0.10434377193450928, 0.01250220276415348]"
2026-02-26T14:50:24.729,479,"[-0.3516845107078552, -1.233547568321228, -45.592708587646484, -0.13987520337104797, 0.053482264280319214, -0.002931223949417472]","[0.01147374790161848, -0.11696513742208481, 40.586029052734375, 0.030355852097272873, -0.1043451800942421, 0.012499101459980011]"
2026-02-26T14:50:24.764,480,"[-0.35173729062080383, -1.2334903478622437, -45.59272766113281, -0.1398763656616211, 0.05348200350999832, -0.0029340095352381468]","[0.01174086332321167, -0.1164807677268982, 40.58570861816406, 0.03035571426153183, -0.10434389859437943, 0.012512465938925743]"
2026-02-26T14:50:24.799,481,"[-0.3517516851425171, -1.2335160970687866, -45.59259796142578, -0.13987456262111664, 0.05348217859864235, -0.002934688236564398]","[0.015344963409006596, -0.11381108313798904, 40.585811614990234, 0.03035406395792961, -0.10434457659721375, 0.01250415202230215]"
2026-02-26T14:50:24.836,482,"[-0.3517281711101532, -1.2334644794464111, -45.592777252197266, -0.13987629115581512, 0.05348256230354309, -0.0029348607640713453]","[0.013077100738883018, -0.11576087027788162, 40.58566665649414, 0.030356019735336304, -0.10434373468160629, 0.012501731514930725]"
2026-02-26T14:50:24.873,483,"[-0.3516620993614197, -1.233527660369873, -45.59288787841797, -0.13988040387630463, 0.053480155766010284, -0.0029345399234443903]","[0.013831477612257004, -0.11517701297998428, 40.58549880981445, 0.030354630202054977, -0.10434191673994064, 0.01249952707439661]"
2026-02-26T14:50:24.908,484,"[-0.35179603099823, -1.2335420846939087, -45.592708587646484, -0.1398770660161972, 0.053483717143535614, -0.002935750875622034]","[0.014977864921092987, -0.11415214091539383, 40.58587646484375, 0.03035462461411953, -0.10434307157993317, 0.012504582293331623]"
2026-02-26T14:50:24.944,485,"[-0.35175615549087524, -1.2336044311523438, -45.592674255371094, -0.13987725973129272, 0.05348207801580429, -0.0029331971891224384]","[0.01283608190715313, -0.11577378213405609, 40.58595657348633, 0.030353035777807236, -0.10434381663799286, 0.012502060271799564]"
2026-02-26T14:50:24.980,486,"[-0.35176968574523926, -1.2335567474365234, -45.592674255371094, -0.1398773491382599, 0.05348194018006325, -0.0029325587674975395]","[0.012917624786496162, -0.11577700823545456, 40.58595275878906, 0.030354289337992668, -0.10434339195489883, 0.012501790188252926]"
2026-02-26T14:50:25.015,487,"[-0.3518029749393463, -1.2335230112075806, -45.59288787841797, -0.13987717032432556, 0.05348341912031174, -0.0029341261833906174]","[0.013081402517855167, -0.11564885079860687, 40.585960388183594, 0.030354829505085945, -0.10434368997812271, 0.012506560422480106]"
2026-02-26T14:50:25.050,488,"[-0.3517475128173828, -1.2335381507873535, -45.5926513671875, -0.13987545669078827, 0.0534820519387722, -0.002932172967121005]","[0.012739010155200958, -0.11603870987892151, 40.58578872680664, 0.030353417620062828, -0.104343481361866, 0.012501008808612823]"
2026-02-26T14:50:25.085,489,"[-0.3517971634864807, -1.2335261106491089, -45.59262466430664, -0.13987599313259125, 0.05348329618573189, -0.0029350665863603354]","[0.012881138361990452, -0.11591144651174545, 40.58584976196289, 0.03035506047308445, -0.10434319078922272, 0.01250323373824358]"
2026-02-26T14:50:25.120,490,"[-0.3517618179321289, -1.233424425125122, -45.59297180175781, -0.1398763507604599, 0.05348207801580429, -0.002931260270997882]","[0.012945873662829399, -0.11591929942369461, 40.58564376831055, 0.030357077717781067, -0.10434296727180481, 0.012502760626375675]"
2026-02-26T14:50:25.155,491,"[-0.351781964302063, -1.2334892749786377, -45.592796325683594, -0.1398768573999405, 0.053483299911022186, -0.0029337492305785418]","[0.012445046566426754, -0.11652279645204544, 40.58572006225586, 0.030357245355844498, -0.1043422594666481, 0.01250050961971283]"
2026-02-26T14:50:25.191,492,"[-0.35176682472229004, -1.2335103750228882, -45.592681884765625, -0.13987597823143005, 0.05348341912031174, -0.002932811388745904]","[0.012960444204509258, -0.11582554876804352, 40.5858268737793, 0.030355513095855713, -0.10434309393167496, 0.012501259334385395]"
2026-02-26T14:50:25.226,493,"[-0.351736456155777, -1.2335909605026245, -45.59272003173828, -0.13988086581230164, 0.05348043516278267, -0.002935386961326003]","[0.013826202601194382, -0.1153198704123497, 40.585533142089844, 0.03035295195877552, -0.10434220731258392, 0.012498426251113415]"
2026-02-26T14:50:25.261,494,"[-0.35175150632858276, -1.2335156202316284, -45.592830657958984, -0.13987791538238525, 0.05348210781812668, -0.0029342391062527895]","[0.013225487433373928, -0.11572813242673874, 40.585689544677734, 0.030355986207723618, -0.10434174537658691, 0.012507082894444466]"
2026-02-26T14:50:25.297,495,"[-0.3517857789993286, -1.2333675622940063, -45.592864990234375, -0.13987569510936737, 0.053483180701732635, -0.00293379882350564]","[0.013488971628248692, -0.11582913249731064, 40.5854606628418, 0.03035959228873253, -0.10434116423130035, 0.01250404492020607]"
2026-02-26T14:50:25.332,496,"[-0.3518558740615845, -1.233442783355713, -45.592647552490234, -0.1398753970861435, 0.05348339304327965, -0.002932982286438346]","[0.013574290089309216, -0.11560798436403275, 40.58574295043945, 0.030357010662555695, -0.10434236377477646, 0.012501396238803864]"
2026-02-26T14:50:25.366,497,"[-0.35174286365509033, -1.2335766553878784, -45.59257888793945, -0.1398754119873047, 0.05348213389515877, -0.002933887764811516]","[0.01168969925493002, -0.11667174100875854, 40.58588790893555, 0.030353447422385216, -0.10434481501579285, 0.012506463564932346]"
2026-02-26T14:50:25.403,498,"[-0.3518095910549164, -1.2335573434829712, -45.592498779296875, -0.13987508416175842, 0.053482308983802795, -0.0029333748389035463]","[0.012660807929933071, -0.11626440286636353, 40.58584213256836, 0.030353261157870293, -0.1043444499373436, 0.012499556876718998]"
2026-02-26T14:50:25.441,499,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-02-26T14:50:25.474,500,"[0.002159989671781659, -0.000406949024181813, -0.0017356862081214786, 1.1712599956581471e-07, 4.264331323611259e-07, 1.8056780959341268e-07]","[0.001613651285879314, -0.00018373002239968628, -0.0017296982696279883, 8.737538337300066e-08, 3.537550128385192e-07, 1.8011849078902742e-07]"
2026-02-26T14:50:25.506,501,"[0.0012228176929056644, 0.00033882420393638313, -0.0008012767066247761, -1.217235876538325e-07, 2.634145914726105e-07, -6.56339480542556e-08]","[0.0008294013096019626, 2.1152454792172648e-05, -0.0008255738648585975, -7.943501145746268e-08, 2.1120474968938652e-07, -6.808346597608761e-08]"
2026-02-26T14:50:25.539,502,"[0.0005185249610804021, 0.00046789587941020727, -0.0005358297494240105, -3.7063927038616384e-08, 7.051345107811358e-08, 1.3661598075032089e-07]","[0.000526244577486068, 0.0005420083762146533, -0.0004953233292326331, -4.703991507426508e-08, 7.136235069538088e-08, 1.3695353118237108e-07]"
2026-02-26T14:50:25.571,503,"[-0.00015148217789828777, 0.0006126775988377631, 1.444718236598419e-05, -7.039671601205555e-08, -2.7678943581577187e-08, 9.893685870565605e-09]","[-0.00010438319441163912, 0.0006252952152863145, 5.445356873678975e-05, -7.217769137923824e-08, -2.1593990595647483e-08, 1.0075510203932936e-08]"
2026-02-26T14:50:25.604,504,"[-7.37714217393659e-05, 0.0005753578734584153, 0.0002371039881836623, -6.44964330831499e-08, -1.167266372448239e-08, 6.849516065443595e-09]","[-5.284322105580941e-05, 0.0006023571477271616, 0.0002605652261991054, -6.814189390524916e-08, -8.994949673990504e-09, 7.026959014666545e-09]"
2026-02-26T14:50:25.637,505,"[-5.412188693298958e-05, 0.00047822020133025944, 0.0002714525326155126, -4.469216818847599e-08, -5.401450842157374e-09, -2.9485285324426513e-09]","[-5.023481207899749e-05, 0.0005378893110901117, 0.000285427289782092, -5.265742686333397e-08, -4.947868337268346e-09, -2.669178877923173e-09]"
2026-02-26T14:50:25.669,506,"[-5.683444032911211e-05, 0.0004032379947602749, 0.00024405898875556886, -2.9404858992165828e-08, 2.085771416693305e-10, -1.0469765499010464e-08]","[-8.150633948389441e-05, 0.0004884505760855973, 0.00025078721228055656, -4.074956194699553e-08, -3.103738599463668e-09, -1.0148856866010192e-08]"
2026-02-26T14:50:25.702,507,"[-9.422273433301598e-05, 0.0003507322689983994, 0.00019819742010440677, -1.881743116882717e-08, 1.6328258189979294e-10, -1.7051075218432743e-08]","[-0.00014409057621378452, 0.0004534055187832564, 0.00020006603153888136, -3.247319568799867e-08, -6.478363179240887e-09, -1.671512173118117e-08]"
2026-02-26T14:50:25.735,508,"[-0.00015064163017086685, 0.0003315839567221701, 0.0001671863574301824, -1.467921872944089e-08, -6.108083816513954e-09, -2.312248170710518e-08]","[-0.00021086227206978947, 0.00044319010339677334, 0.0001660421839915216, -2.951624544778042e-08, -1.4113261670445354e-08, -2.2771370566943006e-08]"
2026-02-26T14:50:25.767,509,"[-0.00018769394955597818, 0.00035408244002610445, 0.0001667244068812579, -2.035642943098992e-08, -1.0984902765187599e-08, -2.6500023508901904e-08]","[-0.00025269004981964827, 0.00045806352864019573, 0.0001626506564207375, -3.417197191879495e-08, -1.9612253154832615e-08, -2.619395722547324e-08]"
2026-02-26T14:50:25.799,510,"[-0.00019469924154691398, 0.0004059165366925299, 0.00017675908748060465, -3.1586612436740324e-08, -1.2900894574841004e-08, -2.700159207336128e-08]","[-0.00025823735632002354, 0.0004950077272951603, 0.00017368710541632026, -4.342420467651209e-08, -2.1338831146522352e-08, -2.675801447082904e-08]"
2026-02-26T14:50:25.832,511,"[-0.0001863158104242757, 0.0004735887923743576, 0.0001776969584170729, -4.390884456029198e-08, -1.5775412975926884e-08, -2.61872692419729e-08]","[-0.00023401257931254804, 0.0005503292195498943, 0.0001798856392269954, -5.411729731008563e-08, -2.2129949428517648e-08, -2.595873205279986e-08]"
2026-02-26T14:50:25.865,512,"[-0.00013134560140315443, 0.0005521862185560167, 0.00016305368626490235, -5.6804736914273235e-08, -1.580685271562743e-08, -1.4833842598704905e-08]","[-0.00014728920359630138, 0.0006185891688801348, 0.00016122512170113623, -6.56287681977119e-08, -1.792005477341263e-08, -1.4572302475812648e-08]"
2026-02-26T14:50:25.898,513,"[-8.419600635534152e-05, 0.0006370160263031721, 0.00016728047921787947, -7.590078610064666e-08, -1.498482404826973e-08, -1.241803904150629e-08]","[-7.608145097037777e-05, 0.0006736568757332861, 0.00017403984384145588, -8.078836799541023e-08, -1.3936528375779744e-08, -1.2229526724638617e-08]"
2026-02-26T14:50:25.930,514,"[-5.839342065883102e-06, 0.0007020094781182706, 0.0001658498658798635, -9.224212504932439e-08, -6.399044849558777e-09, -5.276832748535298e-09]","[1.185804376291344e-05, 0.0007090591243468225, 0.00017530034529045224, -9.320111615807036e-08, -4.0880272500487536e-09, -5.198218300250801e-09]"
2026-02-26T14:50:25.963,515,"[6.670904986094683e-05, 0.0007387159857898951, 0.0001428483665222302, -1.0146241180564175e-07, 2.215458927423697e-09, 3.4124900682996895e-09]","[9.037875133799389e-05, 0.0007288159104064107, 0.00015334595809690654, -1.0017053142519217e-07, 5.3164055380250375e-09, 3.4286025130114695e-09]"
2026-02-26T14:50:25.997,516,"[0.00010836884757736698, 0.0007549065630882978, 0.00011320104385958984, -1.0570903441475821e-07, 4.239291584440252e-09, 8.31537239065483e-09]","[0.0001473044976592064, 0.0007368791266344488, 0.00012315686035435647, -1.0333572220133647e-07, 9.373234632903404e-09, 8.332771805896755e-09]"
2026-02-26T14:50:26.029,517,"[0.000130534142954275, 0.000762278912588954, 7.889704284025356e-05, -1.0828689056552321e-07, 3.73359609895374e-09, 1.0581739040560478e-08]","[0.00018387656018603593, 0.0007383757038041949, 8.836720371618867e-05, -1.0513181081250877e-07, 1.0785985438133139e-08, 1.060880361336558e-08]"
2026-02-26T14:50:26.062,518,"[0.00015807058662176132, 0.0007705083698965609, 3.943340925616212e-05, -1.1151026058087155e-07, 6.293876531060505e-09, 1.3681089150452408e-08]","[0.00021526700584217906, 0.0007395170978270471, 4.938683196087368e-05, -1.0741481304421541e-07, 1.3856887193242073e-08, 1.3685516719874613e-08]"
2026-02-26T14:50:26.095,519,"[0.00022556589101441205, 0.0007867524982430041, -1.251669254997978e-05, -1.1346510575549473e-07, 1.4980829021737918e-08, 3.0664537575830764e-08]","[0.00028501544147729874, 0.000756766356062144, -5.427031624094525e-07, -1.0950994067115971e-07, 2.2834822033246382e-08, 3.067733800321548e-08]"
2026-02-26T14:50:26.129,520,"[0.0002474306966178119, 0.0007832987466827035, -4.735503171104938e-05, -1.1736943150708612e-07, 1.9356731328912247e-08, 2.61665888956486e-08]","[0.00029915120103396475, 0.0007396264118142426, -3.366006785654463e-05, -1.115993555345085e-07, 2.617523975345648e-08, 2.6098037508859306e-08]"
2026-02-26T14:50:26.162,521,"[0.00038875272730365396, 0.0008424524567089975, -9.713285544421524e-05, -1.2675251070959348e-07, 3.7795231833115395e-08, 6.348130199285151e-08]","[0.00044089893344789743, 0.0007956599583849311, -8.25504757813178e-05, -1.2057130049925036e-07, 4.46669616849249e-08, 6.339612923511595e-08]"
2026-02-26T14:50:26.194,522,"[-0.000572782417293638, 0.00014005746925249696, -2.3414058887283318e-05, -5.9209895653111744e-08, -9.605114570376827e-08, -2.8086898851142905e-07]","[-0.0004885181551799178, -9.855186362983659e-06, -1.7590653442312032e-05, -3.92873218402201e-08, -8.487166525128487e-08, -2.8130861551289854e-07]"
2026-02-26T14:50:26.229,523,"[0.00015704380348324776, 0.0006173760630190372, -6.380926788551733e-05, -9.794115385375335e-08, -2.5217467225502332e-08, 1.0826910923356081e-08]","[0.0003485416527837515, 0.0005259059835225344, -6.1002701841061935e-05, -8.57863540204562e-08, 2.398660159386168e-10, 1.0901177738276147e-08]"
2026-02-26T14:50:26.261,524,"[-0.0003184681118000299, 0.00039140976150520146, -0.0005236928700469434, -3.175560081558615e-08, -6.853019129948734e-08, -2.0354406160549843e-07]","[-0.00026620467542670667, 0.00044396324665285647, -0.0004945598775520921, -3.8834865989656464e-08, -6.170858313225835e-08, -2.0316669235853624e-07]"
2026-02-26T14:50:26.294,525,"[0.0008180548902601004, 0.0009242334635928273, -0.0003145349910482764, -1.2155022943716176e-07, 1.2422097483977268e-07, 6.009322106592663e-08]","[0.0007563288672827184, 0.000966936640907079, -0.0002757590264081955, -1.273395753287332e-07, 1.1584153725152646e-07, 6.010741060435976e-08]"
2026-02-26T14:50:26.330,526,"[0.00016348125063814223, 0.0010656724916771054, -0.0010923163499683142, -9.603719064443794e-08, 4.505158202050552e-08, 1.81432326940012e-08]","[0.00017957504314836115, 0.0012348117306828499, -0.0010817853035405278, -1.1787160048015721e-07, 4.70638426008918e-08, 1.8983838501185346e-08]"
2026-02-26T14:50:26.365,527,"[0.049539629369974136, 0.002346227876842022, 0.020159197971224785, -0.0002184777840739116, 3.214848038624041e-05, 0.0005010535824112594]","[0.22285598516464233, 0.28120988607406616, 0.8469617366790771, -0.005468873307108879, 0.0021020348649472, -0.00012744282139465213]"
2026-02-26T14:50:26.401,528,"[0.9036785960197449, -1.0228312015533447, -40.729522705078125, -0.36795565485954285, -0.0767350122332573, 0.011409306898713112]","[0.4927440285682678, 0.9155784845352173, 3.4091851711273193, -0.03052304871380329, -0.006334370002150536, -0.0020248035434633493]"
2026-02-26T14:50:26.438,529,"[-0.9156460165977478, -1.0043314695358276, -44.102054595947266, -0.39847806096076965, -0.0825979933142662, 0.0183483324944973]","[0.29655489325523376, 0.6721803545951843, 3.375802993774414, -0.030278122052550316, -0.006339504849165678, 0.0010889797704294324]"
2026-02-26T14:50:26.474,530,"[-0.5655151009559631, -0.9488187432289124, -44.11076736450195, -0.39873045682907104, -0.08191808313131332, 0.016581272706389427]","[0.0997106209397316, 0.7858559489250183, 3.380476236343384, -0.03044005110859871, -0.006341064348816872, 0.0028075857553631067]"
2026-02-26T14:50:26.510,531,"[-0.7769433856010437, -1.090778112411499, -44.14152145385742, -0.3990691900253296, -0.08088583499193192, 0.01738686114549637]","[0.1393374502658844, 0.6685630083084106, 3.360321521759033, -0.030305905267596245, -0.006225972902029753, 0.004360356833785772]"
2026-02-26T14:50:26.546,532,"[-1.2429683208465576, -1.3257923126220703, -44.2421989440918, -0.400032103061676, -0.07990048080682755, 0.0195964053273201]","[-0.20444709062576294, 0.739048182964325, 3.350505828857422, -0.030292784795165062, -0.006217053160071373, 0.008052205666899681]"
2026-02-26T14:50:26.582,533,"[-1.8315095901489258, -1.4645768404006958, -44.06128692626953, -0.39862558245658875, -0.0784655436873436, 0.024956371635198593]","[-0.31343308091163635, 0.7293363809585571, 3.3166933059692383, -0.03002588078379631, -0.006044487003237009, 0.010900300927460194]"
2026-02-26T14:50:26.619,534,"[-1.896001935005188, -1.6227577924728394, -43.91598129272461, -0.39767220616340637, -0.07703761011362076, 0.03567774221301079]","[-1.5651038885116577, 0.5160586833953857, 3.3725638389587402, -0.03053869493305683, -0.006344899069517851, 0.0004823220078833401]"
2026-02-26T14:50:26.656,535,"[-1.6923675537109375, -1.9913208484649658, -43.7631950378418, -0.3964393138885498, -0.07585032284259796, 0.024293608963489532]","[-1.6940072774887085, -0.03991866111755371, 3.4064137935638428, -0.030788904055953026, -0.006380946841090918, -0.00033637956948950887]"
2026-02-26T14:50:26.693,536,"[-1.6583232879638672, -2.252293109893799, -43.62685775756836, -0.3952541649341583, -0.07520387321710587, 0.02307918108999729]","[-1.6974046230316162, -0.020632866770029068, 3.3797054290771484, -0.030626647174358368, -0.0063078016974031925, -0.0005339806666597724]"
2026-02-26T14:50:26.729,537,"[-1.5048364400863647, -2.7177059650421143, -43.68472671508789, -0.39551424980163574, -0.07554921507835388, 0.014285906217992306]","[-1.66923987865448, 0.19139403104782104, 3.3289589881896973, -0.030268659815192223, -0.006245390512049198, -8.635572157800198e-05]"
2026-02-26T14:50:26.765,538,"[-1.540811538696289, -3.5618371963500977, -43.84259033203125, -0.3965964615345001, -0.07616925239562988, 0.0072507658042013645]","[-1.6568084955215454, 0.11445020139217377, 3.2592885494232178, -0.029619429260492325, -0.006166566163301468, -0.0009034121758304536]"
2026-02-26T14:50:26.800,539,"[-1.3644083738327026, -4.107143402099609, -44.10041046142578, -0.3985978662967682, -0.07807917147874832, 0.0019761663861572742]","[-1.6138949394226074, 0.23558801412582397, 3.238055467605591, -0.02938408963382244, -0.0062265945598483086, -2.1917167032370344e-05]"
2026-02-26T14:50:26.836,540,"[-1.458221673965454, -4.147858619689941, -44.34664535522461, -0.40056297183036804, -0.08091896772384644, 0.007416220381855965]","[-1.6024513244628906, 0.0612923838198185, 3.234841823577881, -0.029129324480891228, -0.006378289312124252, -0.00021602115884888917]"
2026-02-26T14:50:26.872,541,"[-1.546651840209961, -3.954773426055908, -44.46244430541992, -0.4012797176837921, -0.08372751623392105, 0.0041596959345042706]","[-1.5541492700576782, 0.26179036498069763, 3.225231647491455, -0.02896152436733246, -0.006523016840219498, -0.00012301889364607632]"
2026-02-26T14:50:26.908,542,"[-1.640299916267395, -3.690746307373047, -44.382232666015625, -0.4000731110572815, -0.08547746390104294, 0.006285783834755421]","[-1.030659556388855, 1.0718227624893188, 3.176729440689087, -0.028631391003727913, -0.006425406318157911, 0.003001005854457617]"
2026-02-26T14:50:26.945,543,"[-1.8225464820861816, -3.574747323989868, -44.301185607910156, -0.39906299114227295, -0.08669020980596542, 0.007817191071808338]","[-0.6259902715682983, 1.3633646965026855, 3.1771066188812256, -0.028686320409178734, -0.00641578109934926, 0.002934889169409871]"
2026-02-26T14:50:26.983,544,"[-1.7075564861297607, -3.3539092540740967, -44.253204345703125, -0.3983213007450104, -0.08803696930408478, 0.009051905944943428]","[-0.2686161696910858, 1.5259599685668945, 3.219047784805298, -0.02909126877784729, -0.006506647448986769, 0.0011305923108011484]"
2026-02-26T14:50:27.018,545,"[-1.5736149549484253, -3.1311123371124268, -44.23026657104492, -0.39791715145111084, -0.08903235197067261, 0.01066188607364893]","[-0.31349411606788635, 1.5457857847213745, 3.2644102573394775, -0.029499448835849762, -0.006682497449219227, 0.0002577083942014724]"
2026-02-26T14:50:27.055,546,"[-1.4613893032073975, -2.9484097957611084, -44.16059875488281, -0.3971845507621765, -0.08949632942676544, 0.011746377684175968]","[-0.36385709047317505, 1.5531642436981201, 3.3009250164031982, -0.02982654795050621, -0.006807453464716673, -0.00011805802932940423]"
2026-02-26T14:50:27.091,547,"[-1.458542823791504, -2.8151979446411133, -44.08298873901367, -0.39641088247299194, -0.0897463858127594, 0.012819480150938034]","[-0.3544144034385681, 1.5611488819122314, 3.32049298286438, -0.029991718009114265, -0.006866788491606712, -0.0001801039179554209]"
2026-02-26T14:50:27.126,548,"[-1.5352728366851807, -2.735405206680298, -44.01419448852539, -0.3957376778125763, -0.08985339850187302, 0.013828545808792114]","[-0.3510524332523346, 1.5608636140823364, 3.326723337173462, -0.030033674091100693, -0.0068916077725589275, -0.0001534696639282629]"
2026-02-26T14:50:27.161,549,"[-1.694482684135437, -2.7395684719085693, -43.95418167114258, -0.3951442837715149, -0.08986438065767288, 0.01450471580028534]","[-0.3189507722854614, 1.560455322265625, 3.3193650245666504, -0.029951045289635658, -0.006876133847981691, -0.0001616722292965278]"
2026-02-26T14:50:27.198,550,"[-1.8993515968322754, -2.880854606628418, -43.91105651855469, -0.39472493529319763, -0.08983451873064041, 0.015013281255960464]","[-0.14692991971969604, 1.6481742858886719, 3.4753024578094482, -0.031234944239258766, -0.007393795996904373, -0.000233823579037562]"
2026-02-26T14:50:27.235,551,"[-2.069920301437378, -2.891176462173462, -43.837711334228516, -0.3940381705760956, -0.08962122350931168, 0.015174425207078457]","[-0.020750299096107483, 1.5674937963485718, 3.283146858215332, -0.029584448784589767, -0.00672669243067503, -0.00044019328197464347]"
2026-02-26T14:50:27.272,552,"[-2.289503574371338, -2.9624085426330566, -43.82581329345703, -0.39396360516548157, -0.08950728923082352, 0.017141738906502724]","[0.28072991967201233, 1.5279262065887451, 3.2500948905944824, -0.029279077425599098, -0.00658359145745635, -0.0005565577885136008]"
2026-02-26T14:50:27.308,553,"[-2.457648992538452, -3.0605475902557373, -43.876346588134766, -0.3945220708847046, -0.0894692912697792, 0.019801065325737]","[0.4969650208950043, 1.4653611183166504, 3.210526466369629, -0.02895287051796913, -0.006458120886236429, -0.0006687833229079843]"
2026-02-26T14:50:27.343,554,"[-2.5817923545837402, -3.1992204189300537, -43.91335678100586, -0.39495790004730225, -0.08938415348529816, 0.02168607898056507]","[0.6253270506858826, 1.4106597900390625, 3.176743268966675, -0.02868078649044037, -0.006364569999277592, -0.0007334909169003367]"
2026-02-26T14:50:27.380,555,"[-2.671955108642578, -3.339893102645874, -43.92292022705078, -0.39512109756469727, -0.08932707458734512, 0.022490305826067924]","[0.6894493699073792, 1.3774632215499878, 3.152695417404175, -0.02848987653851509, -0.006307882256805897, -0.00075555156217888]"
2026-02-26T14:50:27.416,556,"[-2.7339255809783936, -3.468292236328125, -43.9249382019043, -0.39518946409225464, -0.08941212296485901, 0.0225188210606575]","[0.7154977917671204, 1.361893653869629, 3.1375372409820557, -0.028366612270474434, -0.006283004302531481, -0.0007331482484005392]"
2026-02-26T14:50:27.453,557,"[-2.8970134258270264, -3.7086682319641113, -43.6047477722168, -0.3721427619457245, -0.1463668942451477, 0.030158178880810738]","[-1.4704142808914185, 0.3616006076335907, 3.1866753101348877, -0.027185780927538872, -0.01111600548028946, 0.002202856820076704]"
2026-02-26T14:50:27.488,558,"[-2.1295440196990967, -3.3862016201019287, -44.15221405029297, -0.39992350339889526, -0.07543247938156128, 0.013270916417241096]","[1.5145771503448486, -0.3361879587173462, 3.175804376602173, -0.028439924120903015, -0.00508964853361249, -0.0006033308454789221]"
2026-02-26T14:50:27.523,559,"[-2.530975341796875, -3.470168352127075, -43.971580505371094, -0.39818257093429565, -0.07574363797903061, 0.0161939337849617]","[1.5258463621139526, -0.2547850012779236, 3.153500556945801, -0.028269577771425247, -0.005099444184452295, -0.0005233075935393572]"
2026-02-26T14:50:27.561,560,"[-2.6187541484832764, -3.225654363632202, -44.027099609375, -0.39871329069137573, -0.07597193121910095, 0.017636384814977646]","[1.5306791067123413, -0.3406735360622406, 3.1607892513275146, -0.02839326485991478, -0.005121708381921053, -0.00035686709452420473]"
2026-02-26T14:50:27.597,561,"[-2.6168899536132812, -3.2147998809814453, -44.15156936645508, -0.3998952805995941, -0.07600930333137512, 0.016169650480151176]","[1.5393623113632202, -0.31474581360816956, 3.1483006477355957, -0.028351308777928352, -0.005090005695819855, 4.762977550853975e-05]"
2026-02-26T14:50:27.633,562,"[-2.593151807785034, -3.258823871612549, -44.24639892578125, -0.4008115828037262, -0.0759589821100235, 0.016017727553844452]","[1.5448377132415771, -0.24931302666664124, 3.136141777038574, -0.02827289141714573, -0.005057924427092075, 0.0001934765896294266]"
2026-02-26T14:50:27.670,563,"[-2.5804953575134277, -3.284400701522827, -44.299285888671875, -0.40132206678390503, -0.07590081542730331, 0.015937676653265953]","[1.5460708141326904, -0.20687764883041382, 3.128028392791748, -0.02821911685168743, -0.005037006922066212, 0.00026407488621771336]"
2026-02-26T14:50:27.706,564,"[-2.5597903728485107, -3.283984661102295, -44.34535598754883, -0.4017593264579773, -0.07588296383619308, 0.015966931357979774]","[1.549828290939331, -0.1751542091369629, 3.1239373683929443, -0.028208496049046516, -0.005026352126151323, 0.00032969587482511997]"
2026-02-26T14:50:27.742,565,"[-2.530839443206787, -3.26963210105896, -44.392459869384766, -0.40220075845718384, -0.07589606940746307, 0.0161055326461792]","[1.5508095026016235, -0.1517595648765564, 3.121258497238159, -0.028199447318911552, -0.005018986761569977, 0.0003619532799348235]"
2026-02-26T14:50:27.782,566,"[-2.502047538757324, -3.2482964992523193, -44.436214447021484, -0.4026072919368744, -0.07592495530843735, 0.016313038766384125]","[1.5517408847808838, -0.14353697001934052, 3.119868040084839, -0.028198037296533585, -0.005014840047806501, 0.0003866966289933771]"
2026-02-26T14:50:27.819,567,"[-2.4773826599121094, -3.222290515899658, -44.47477722167969, -0.4029635787010193, -0.07596339285373688, 0.016623131930828094]","[1.5535937547683716, -0.13617360591888428, 3.1196727752685547, -0.02820535935461521, -0.005013650748878717, 0.00039751376607455313]"
