wall_time_iso,step,left_ft_joint,right_ft_joint
2026-02-26T14:50:15.107,227,"[0.5519452691078186, 10.763012886047363, -45.853946685791016, 0.06991270929574966, -0.2840879559516907, 0.009922954253852367]","[0.01831130124628544, 0.06158646196126938, 0.10245329141616821, 0.0009609839762561023, -0.00019615916244219989, 1.0079749699798413e-05]"
2026-02-26T14:50:15.143,228,"[0.5519235730171204, 10.763040542602539, -45.854026794433594, 0.06991396844387054, -0.28408685326576233, 0.009923040866851807]","[0.018269993364810944, 0.061627548187971115, 0.10249663889408112, 0.0009613872971385717, -0.0001962555106729269, 1.0116409612237476e-05]"
2026-02-26T14:50:15.179,229,"[0.5519153475761414, 10.763026237487793, -45.85382080078125, 0.06991413235664368, -0.2840883135795593, 0.009920320473611355]","[0.01832440122961998, 0.061777543276548386, 0.10275118052959442, 0.0009637682233005762, -0.00019673851784318686, 1.0090176147059537e-05]"
2026-02-26T14:50:15.215,230,"[0.5517034530639648, 10.76305103302002, -45.853797912597656, 0.06991156935691833, -0.28408491611480713, 0.009922964498400688]","[0.018342703580856323, 0.06171843782067299, 0.10267012566328049, 0.0009630116983316839, -0.00019657475058920681, 1.01733639894519e-05]"
2026-02-26T14:50:15.251,231,"[0.5520689487457275, 10.763129234313965, -45.85417938232422, 0.06991314888000488, -0.28409090638160706, 0.009922695346176624]","[0.01847858540713787, 0.061859648674726486, 0.10294993221759796, 0.0009656314505264163, -0.0001970860466826707, 1.017158865579404e-05]"
2026-02-26T14:50:15.286,232,"[0.5519031286239624, 10.763022422790527, -45.85382080078125, 0.06991292536258698, -0.2840889096260071, 0.009919959120452404]","[0.01831469126045704, 0.06175019219517708, 0.10270512104034424, 0.000963337195571512, -0.0001966511772479862, 1.0120581464434508e-05]"
2026-02-26T14:50:15.322,233,"[0.552174985408783, 10.76311206817627, -45.85432815551758, 0.06991197168827057, -0.28408896923065186, 0.00992132443934679]","[0.018302947282791138, 0.06181560456752777, 0.10279981046915054, 0.000964221078902483, -0.00019683958089444786, 1.015627094602678e-05]"
2026-02-26T14:50:15.359,234,"[0.5520135164260864, 10.763106346130371, -45.85429763793945, 0.06991221010684967, -0.28408730030059814, 0.00992307998239994]","[0.018328264355659485, 0.06180299073457718, 0.10279267281293869, 0.0009641555370762944, -0.00019681945559568703, 1.0207302693743259e-05]"
2026-02-26T14:50:15.395,235,"[0.5518791079521179, 10.762998580932617, -45.85380935668945, 0.06991283595561981, -0.2840873599052429, 0.009925574995577335]","[0.01831289753317833, 0.061581674963235855, 0.10244649648666382, 0.0009609204716980457, -0.0001961457746801898, 1.004856403596932e-05]"
2026-02-26T14:50:15.431,236,"[0.5520340800285339, 10.763026237487793, -45.85400390625, 0.06991219520568848, -0.28408992290496826, 0.00992516428232193]","[0.018327746540308, 0.06176769360899925, 0.1027379184961319, 0.0009636443573981524, -0.00019671255722641945, 1.0122431376657914e-05]"
2026-02-26T14:50:15.467,237,"[0.5514662861824036, 10.76309871673584, -45.853607177734375, 0.06991539150476456, -0.2840844392776489, 0.009925700724124908]","[0.018263554200530052, 0.06164097785949707, 0.10251454263925552, 0.000961554644163698, -0.0001962928072316572, 1.0181461220781785e-05]"
2026-02-26T14:50:15.502,238,"[0.5519428849220276, 10.76300048828125, -45.85396194458008, 0.06991235166788101, -0.2840889096260071, 0.009924140758812428]","[0.018318356946110725, 0.06158491224050522, 0.10245426744222641, 0.0009609926491975784, -0.00019615939527284354, 1.0080510037369095e-05]"
2026-02-26T14:50:15.538,239,"[0.5519630312919617, 10.763065338134766, -45.85402297973633, 0.0699123963713646, -0.2840898036956787, 0.009924489073455334]","[0.01827825978398323, 0.06163538619875908, 0.10251262784004211, 0.0009615367744117975, -0.00019628468726295978, 1.0128801477549132e-05]"
2026-02-26T14:50:15.574,240,"[0.5517202019691467, 10.763127326965332, -45.854068756103516, 0.06991322338581085, -0.28408586978912354, 0.009925788268446922]","[0.018328936770558357, 0.06165413185954094, 0.10256537795066833, 0.000962031539529562, -0.00019637469085864723, 1.0163044862565584e-05]"
2026-02-26T14:50:15.609,241,"[0.5520156025886536, 10.763008117675781, -45.85393142700195, 0.06991198658943176, -0.2840878665447235, 0.009922726079821587]","[0.018355239182710648, 0.06188470870256424, 0.10292961448431015, 0.0009654366294853389, -0.00019708102627191693, 1.0133454452443402e-05]"
2026-02-26T14:50:15.645,242,"[0.5521435141563416, 10.762979507446289, -45.85414505004883, 0.06991224735975266, -0.2840890884399414, 0.009924860671162605]","[0.01830337569117546, 0.06167303025722504, 0.10258176177740097, 0.0009621834615245461, -0.00019641307881101966, 1.009272727969801e-05]"
2026-02-26T14:50:15.681,243,"[0.5519207119941711, 10.763063430786133, -45.85404586791992, 0.06991307437419891, -0.28408747911453247, 0.009927317500114441]","[0.018283454701304436, 0.06166517734527588, 0.10256068408489227, 0.0009619856136851013, -0.0001963772374438122, 1.013762357615633e-05]"
2026-02-26T14:50:15.719,244,"[0.55192631483078, 10.763030052185059, -45.8540153503418, 0.06991288810968399, -0.2840871810913086, 0.009928030893206596]","[0.01829271763563156, 0.06169174611568451, 0.10260535031557083, 0.0009624039521440864, -0.00019646274449769408, 1.0107249181601219e-05]"
2026-02-26T14:50:15.755,245,"[0.5518072247505188, 10.762998580932617, -45.85377883911133, 0.06991342455148697, -0.28408676385879517, 0.0099223917350173]","[0.018306897953152657, 0.06170181185007095, 0.10262744128704071, 0.0009626110550016165, -0.0001965022092917934, 1.0110703442478552e-05]"
2026-02-26T14:50:15.792,246,"[0.5518963932991028, 10.76302433013916, -45.85407638549805, 0.06991270184516907, -0.2840859889984131, 0.009924669750034809]","[0.01833653822541237, 0.06180533766746521, 0.10279978066682816, 0.0009642228251323104, -0.0001968312863027677, 1.0156834832741879e-05]"
2026-02-26T14:50:15.835,247,"[0.5517609119415283, 10.763087272644043, -45.8537712097168, 0.06991355121135712, -0.28408756852149963, 0.009926967322826385]","[0.018319731578230858, 0.0617310032248497, 0.10267858952283859, 0.000963088998105377, -0.00019659806275740266, 1.0174649105465505e-05]"
2026-02-26T14:50:15.873,248,"[0.5521271824836731, 10.76307487487793, -45.854103088378906, 0.0699121430516243, -0.28409063816070557, 0.009924648329615593]","[0.01829252578318119, 0.06159445643424988, 0.10245691239833832, 0.0009610172710381448, -0.00019617157522588968, 1.0141489838133566e-05]"
2026-02-26T14:50:16.299,249,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-02-26T14:50:16.334,250,"[0.0009904681937769055, 0.0007261158316396177, 0.0017721328185871243, -1.7538749830237066e-07, 2.510080676643156e-08, -1.4392194991330598e-08]","[0.0014012681785970926, 0.0004471449356060475, 0.001750709256157279, -1.3818269906096248e-07, 7.983049954418675e-08, -1.4622616895110241e-08]"
2026-02-26T14:50:16.373,251,"[0.0013881403720006347, 0.0003699255466926843, 0.0003269572334829718, -3.961472572200364e-08, 2.0047028215230966e-07, -1.134363714072606e-08]","[0.0013153369072824717, 0.0003952906117774546, 0.0003751319309230894, -4.3102360791635874e-08, 1.9057533506838809e-07, -1.1452561565761243e-08]"
2026-02-26T14:50:16.413,252,"[0.0015135346911847591, 0.0003790543705690652, 0.00039941948489286005, -5.7362981920050515e-08, 2.0908026954202796e-07, 2.749514749211812e-07]","[0.0014671261887997389, 0.0003459422732703388, 0.00043676869245246053, -5.304370276348891e-08, 2.0274424628041743e-07, 2.746449183632649e-07]"
2026-02-26T14:50:16.449,253,"[-0.0002125795290339738, 0.0002502203278709203, 8.308305405080318e-05, -1.3477245985882291e-08, -2.0795830835140805e-08, -2.587073666404649e-08]","[-0.0002208978694397956, 0.0003598384791985154, 0.00011520294356159866, -2.813630217701757e-08, -2.2046517500484697e-08, -2.5395456404453398e-08]"
2026-02-26T14:50:16.486,254,"[-0.00027100599254481494, 0.0001884939701994881, 4.077656558365561e-05, -1.4516505331130247e-08, -2.6731198587981453e-08, -3.300105788639485e-08]","[-0.0002947865577880293, 0.000260017259279266, 5.993157174088992e-05, -2.407707810903048e-08, -2.998050874225555e-08, -3.273369131306936e-08]"
2026-02-26T14:50:16.521,255,"[-0.00030062231235206127, 0.00017104105791077018, 0.00012263216194696724, -2.846592295213668e-08, -2.3631313794680864e-08, -3.471852849656898e-08]","[-0.0003575966984499246, 0.00017646451306063682, 0.00013759020657744259, -2.9222237074577606e-08, -3.1276982781491824e-08, -3.4829813699843726e-08]"
2026-02-26T14:50:16.557,256,"[-0.0003504522319417447, 0.00016188618610613048, 0.00014040280075278133, -2.798439169282574e-08, -2.6552683607405925e-08, -3.7086262949515e-08]","[-0.00042233782005496323, 0.00015609808906447142, 0.00015197120956145227, -2.724046055391227e-08, -3.6166575512197596e-08, -3.728408870529165e-08]"
2026-02-26T14:50:16.592,257,"[-0.0004004409711342305, 0.00017633715469855815, 0.00010291483340552077, -2.2280662648199723e-08, -3.219418331923407e-08, -3.77789923788896e-08]","[-0.0004755613044835627, 0.00019023845379706472, 0.00011457464279374108, -2.4156738831493385e-08, -4.223876715059305e-08, -3.789558888911415e-08]"
2026-02-26T14:50:16.629,258,"[-0.0004306017654016614, 0.0002259567700093612, 1.513852384960046e-05, -1.6992952822647567e-08, -3.812042237427704e-08, -3.535581427627221e-08]","[-0.0004982606624253094, 0.00027670650160871446, 2.4985827622003853e-05, -2.3767878332137116e-08, -4.716438439800186e-08, -3.5287897048874584e-08]"
2026-02-26T14:50:16.665,259,"[-0.0004425148363225162, 0.00029739312594756484, -0.00011501691915327683, -1.1553443535206043e-08, -4.731414904313169e-08, -3.056038266890937e-08]","[-0.00048039088142104447, 0.0003993659920524806, -0.00010653674689820036, -2.5141423165564447e-08, -5.239052214278672e-08, -3.0187592869879154e-08]"
2026-02-26T14:50:16.708,260,"[-0.00044291315134614706, 0.00038353176205419004, -0.00020692193356808275, -1.1622426576707312e-08, -6.173600297643134e-08, -2.4240948803821993e-08]","[-0.0004238928959239274, 0.0005269598914310336, -0.0002041294501395896, -3.07123606546611e-08, -5.921947376918979e-08, -2.3538483162610646e-08]"
2026-02-26T14:50:16.744,261,"[-0.00039599882438778877, 0.000491606944706291, -0.0002197478897869587, -2.6459110458176838e-08, -6.467430324619272e-08, -1.4626926336802626e-08]","[-0.00034121793578378856, 0.0006344605353660882, -0.00021740312513429672, -4.547219134565239e-08, -5.7399414998826614e-08, -1.3837359702506546e-08]"
2026-02-26T14:50:16.784,262,"[-0.00028922283672727644, 0.000598707003518939, -0.00019635831995401531, -4.508798667757219e-08, -5.776948341917887e-08, 3.2903788582672178e-09]","[-0.00020466436399146914, 0.0007269217167049646, -0.00019596317724790424, -6.214879988419852e-08, -4.652524054904461e-08, 4.087370886196595e-09]"
2026-02-26T14:50:16.824,263,"[-0.00022984341194387525, 0.000716212613042444, -0.00018096841813530773, -6.554167697458979e-08, -5.29824184525296e-08, 7.181154337843054e-09]","[-0.00013172588660381734, 0.0008266965160146356, -0.0001807974185794592, -8.024364461789446e-08, -3.993369546151371e-08, 7.93199284032653e-09]"
2026-02-26T14:50:16.859,264,"[-0.00012749602319672704, 0.0008455643546767533, -0.0001642107090447098, -9.046672744261741e-08, -4.6001993325717194e-08, 1.4669155667945688e-08]","[-5.997748644404055e-07, 0.000927648157812655, -0.0001593034976394847, -1.0140340833686423e-07, -2.91466069057833e-08, 1.5363603722562402e-08]"
2026-02-26T14:50:16.894,265,"[8.961409912444651e-05, 0.0009494820260442793, -0.00015199236804619431, -1.1508656427849928e-07, -1.8125154710446623e-08, 2.8466638823942958e-08]","[0.00022229131718631834, 0.0009909967193379998, -0.00014457563520409167, -1.2063391352512554e-07, -5.115058931970395e-10, 2.898877582424575e-08]"
2026-02-26T14:50:16.929,266,"[0.0003074740234296769, 0.0009964490309357643, -0.0001548545842524618, -1.2975606011877971e-07, 1.5849158430114585e-08, 5.1960956426455596e-08]","[0.00041937039350159466, 0.0010054479353129864, -0.00014292866399046034, -1.309903581159233e-07, 3.0679487394991156e-08, 5.227916233252472e-08]"
2026-02-26T14:50:16.964,267,"[0.0004009093390777707, 0.0009934946428984404, -0.00014511910558212548, -1.3792730158002087e-07, 3.084530320052181e-08, 4.961990640595104e-08]","[0.0004958984791301191, 0.0009708454017527401, -0.0001253737136721611, -1.3497208328772103e-07, 4.3392287096821747e-08, 4.975128931050676e-08]"
2026-02-26T14:50:17.002,268,"[0.0005878589581698179, 0.001031692372635007, -0.00010181959805777296, -1.5385667495593225e-07, 5.328254104597363e-08, 9.710426240872039e-08]","[0.0006842137663625181, 0.0009704038384370506, -8.770815475145355e-05, -1.4574698070646264e-07, 6.603672630944857e-08, 9.706136694376255e-08]"
2026-02-26T14:50:17.038,269,"[-0.00022531823196914047, 0.0005528981564566493, -0.00016483668878208846, -7.486563191605455e-08, -5.412195491771854e-08, -1.9241525706092943e-07]","[-0.00013122032396495342, 0.0005482292617671192, -0.00015765825810376555, -7.426910997310188e-08, -4.1639179215735567e-08, -1.9218961710976146e-07]"
2026-02-26T14:50:17.073,270,"[5.446097202366218e-05, 0.0006770172039978206, -0.00023536256048828363, -8.664042638883984e-08, -1.4349713417516341e-08, -6.452716405647152e-08]","[0.00017600877617951483, 0.0006795853842049837, -0.00022043540957383811, -8.702840403884693e-08, 1.7503487548253815e-09, -6.420709297572103e-08]"
2026-02-26T14:50:17.109,271,"[-4.910913048661314e-05, 0.0006488665821962059, -0.00019843046902678907, -8.865936962365595e-08, 9.510549681124303e-09, -6.388524553813113e-08]","[-6.352928903652355e-05, 0.0006390833295881748, -0.00017852536984719336, -8.741610457718707e-08, 7.504207033548482e-09, -6.39622044218413e-08]"
2026-02-26T14:50:17.143,272,"[4.005908340332098e-05, 0.0008266112999990582, -0.0001746664202073589, -1.182916875563933e-07, 1.433301033415546e-09, -3.3764651075074426e-09]","[0.00013054381997790188, 0.0008453964255750179, -0.00014902325347065926, -1.2086248091236484e-07, 1.3353870897958586e-08, -3.061819020544476e-09]"
2026-02-26T14:50:17.178,273,"[8.743800572119653e-05, 0.0010691212955862284, -0.00017092560301534832, -1.5546309839464811e-07, -1.1247935027824951e-08, 3.2815922423878874e-08]","[0.0003496975696180016, 0.0009964056080207229, -0.0001470474962843582, -1.458604401705088e-07, 2.352668460048335e-08, 3.3156673850953666e-08]"
2026-02-26T14:50:17.215,274,"[-0.13674405217170715, -6.421483516693115, -9.237775802612305, 0.06691348552703857, -0.05896557867527008, 0.00252260803245008]","[0.00033580741728655994, 0.0010266690514981747, 6.89854787196964e-05, -1.422781679139007e-07, -1.2463529763806491e-08, 5.4597684595592e-08]"
2026-02-26T14:50:17.254,275,"[0.0031150905415415764, 0.0045219119638204575, 0.005232363939285278, -8.597738201387983e-07, 5.094140647088352e-07, 5.554207405111811e-07]","[0.002660029102116823, 0.0034438904840499163, -0.0005567257758229971, -7.014072593847231e-07, 4.7471294806200603e-07, 5.493408821166668e-07]"
2026-02-26T14:50:17.298,276,"[-1.4839285540801939e-05, 0.0010486331302672625, -0.0017170124920085073, -1.804990112930227e-08, -1.300163035011792e-07, 5.4660848292087394e-08]","[0.0003452856617514044, 0.001312453649006784, -0.0012592327548190951, -5.434950267613203e-08, -8.415966590291646e-08, 5.675589065390341e-08]"
2026-02-26T14:50:17.338,277,"[-6.3323163986206055, 10.694396018981934, -33.7701530456543, 0.04002371430397034, 0.19294820725917816, 0.011574299074709415]","[1.1094815731048584, 0.1578209549188614, 24.157133102416992, 0.06646978855133057, 0.0008721047779545188, 0.08532088249921799]"
2026-02-26T14:50:17.378,278,"[-0.06830785423517227, 0.21469730138778687, -43.85682678222656, -0.12905173003673553, 0.05862763896584511, 0.0067124143242836]","[1.3270103931427002, 0.9196977615356445, 39.224674224853516, 0.02518574707210064, -0.082652747631073, 0.028891876339912415]"
2026-02-26T14:50:17.418,279,"[1.1054600477218628, 0.7536787390708923, -46.314208984375, -0.14668099582195282, 0.0481913685798645, 0.007208429276943207]","[0.24228478968143463, 0.9618884921073914, 39.6872673034668, 0.038712188601493835, -0.09945134818553925, 0.030044112354516983]"
2026-02-26T14:50:17.456,280,"[1.1365348100662231, 0.7870457172393799, -46.46561050415039, -0.14795540273189545, 0.047442492097616196, 0.009440788067877293]","[0.18049323558807373, 1.1486068964004517, 39.559730529785156, 0.03918922692537308, -0.09923531860113144, 0.030111664906144142]"
2026-02-26T14:50:17.494,281,"[0.7991489171981812, 0.7755870819091797, -46.16922378540039, -0.1456611603498459, 0.048595499247312546, 0.009146172553300858]","[-0.043504584580659866, 1.3539652824401855, 39.74428176879883, 0.0372745543718338, -0.10067784041166306, 0.03070950135588646]"
2026-02-26T14:50:17.532,282,"[0.39269915223121643, 0.7690249681472778, -45.83562088012695, -0.14279471337795258, 0.050130695104599, 0.008807654492557049]","[-0.25810763239860535, 1.403395175933838, 39.947635650634766, 0.03555358573794365, -0.10209162533283234, 0.028953388333320618]"
2026-02-26T14:50:17.570,283,"[0.3840116858482361, 0.6063899397850037, -45.646915435791016, -0.14105018973350525, 0.05129467323422432, 0.007908597588539124]","[0.02698560059070587, 1.3297494649887085, 40.04059600830078, 0.03525342419743538, -0.10249533504247665, 0.024662528187036514]"
2026-02-26T14:50:17.607,284,"[0.45981475710868835, 0.3663758337497711, -45.467498779296875, -0.13942547142505646, 0.052576854825019836, 0.005807989742606878]","[0.48578423261642456, 1.2367457151412964, 40.22933578491211, 0.03443041443824768, -0.10313285887241364, 0.020632116124033928]"
2026-02-26T14:50:17.644,285,"[0.21744011342525482, -0.0862499326467514, -45.24446105957031, -0.13727763295173645, 0.05396397411823273, 0.0024267840199172497]","[0.5323079228401184, 0.8027940392494202, 40.49076843261719, 0.03311430290341377, -0.10417123138904572, 0.013927990570664406]"
2026-02-26T14:50:17.683,286,"[0.33192178606987, -0.28110939264297485, -44.89240646362305, -0.13445577025413513, 0.05539458245038986, -0.0019691281486302614]","[0.5039012432098389, 0.4701533317565918, 40.99888229370117, 0.03271602839231491, -0.10462529957294464, 0.009352494031190872]"
2026-02-26T14:50:17.721,287,"[0.47833698987960815, -0.17435091733932495, -44.518611907958984, -0.13151991367340088, 0.05669282376766205, -0.006180925760418177]","[0.7843565344810486, 0.2036835253238678, 41.00938034057617, 0.02956721931695938, -0.10697639733552933, 0.009926053695380688]"
2026-02-26T14:50:17.759,288,"[0.45779842138290405, -0.16257831454277039, -44.404518127441406, -0.1307801902294159, 0.056587688624858856, -0.007162620313465595]","[0.8601337671279907, -0.16358044743537903, 40.90447235107422, 0.030514292418956757, -0.10657011717557907, 0.008105764165520668]"
2026-02-26T14:50:17.798,289,"[0.45771023631095886, -0.5038986206054688, -44.6890754699707, -0.13327227532863617, 0.054987840354442596, -0.008653765544295311]","[0.964477002620697, -0.557982861995697, 40.63002395629883, 0.0328703299164772, -0.10475267469882965, 0.00606346083804965]"
2026-02-26T14:50:17.839,290,"[0.3063921332359314, -0.9084989428520203, -44.981441497802734, -0.13588427007198334, 0.05350251495838165, -0.008556381799280643]","[1.1155505180358887, -0.3751094341278076, 40.660316467285156, 0.03300316259264946, -0.1043710857629776, 0.005869485903531313]"
2026-02-26T14:50:17.880,291,"[0.06994931399822235, -1.1831706762313843, -45.05127716064453, -0.13657276332378387, 0.053162965923547745, -0.008623650297522545]","[1.3803918361663818, 0.04268646612763405, 40.832305908203125, 0.03215775266289711, -0.10477523505687714, 0.00695290369912982]"
2026-02-26T14:50:17.925,292,"[-0.06758587807416916, -1.3595099449157715, -45.079776763916016, -0.13693232834339142, 0.05292390659451485, -0.006862572394311428]","[1.5203135013580322, 0.32722052931785583, 40.98808288574219, 0.03146468102931976, -0.10512968897819519, 0.009478866122663021]"
2026-02-26T14:50:17.967,293,"[-0.24726910889148712, -1.4604650735855103, -45.05716323852539, -0.13700927793979645, 0.0528138168156147, -0.0050880699418485165]","[1.4327495098114014, 0.5460905432701111, 41.0181999206543, 0.031392041593790054, -0.10499928891658783, 0.013343296013772488]"
2026-02-26T14:50:18.009,294,"[-0.3430498242378235, -1.5586633682250977, -44.98953628540039, -0.1369079053401947, 0.05279586464166641, -0.00368154002353549]","[1.2424074411392212, 0.7562965154647827, 41.03457260131836, 0.03111162967979908, -0.10490020364522934, 0.016199229285120964]"
2026-02-26T14:50:18.047,295,"[-0.39670199155807495, -1.6258643865585327, -44.849159240722656, -0.1362018883228302, 0.053081221878528595, -0.003077141009271145]","[1.0208849906921387, 0.8860973119735718, 41.12187957763672, 0.030203277245163918, -0.10528784990310669, 0.01790471002459526]"
2026-02-26T14:50:18.087,296,"[-0.4903268814086914, -1.6567254066467285, -44.74546432495117, -0.13564467430114746, 0.05317210406064987, -0.002791882259771228]","[0.668097198009491, 0.8794867992401123, 41.19902801513672, 0.029402107000350952, -0.10573694854974747, 0.018535640090703964]"
2026-02-26T14:50:18.128,297,"[-0.5116010904312134, -1.632041573524475, -44.74097442626953, -0.13572949171066284, 0.05289570614695549, -0.0022813191171735525]","[0.34091493487358093, 0.8420495390892029, 41.20438003540039, 0.02925250492990017, -0.10583147406578064, 0.0189218670129776]"
2026-02-26T14:50:18.169,298,"[-0.4894202947616577, -1.597394585609436, -44.79622268676758, -0.13624878227710724, 0.052409738302230835, -0.0017639913130551577]","[0.09302496165037155, 0.811195969581604, 41.15861892700195, 0.029530975967645645, -0.10564141720533371, 0.019209319725632668]"
2026-02-26T14:50:18.210,299,"[-0.4400133490562439, -1.582153558731079, -44.870506286621094, -0.13689351081848145, 0.051877930760383606, -0.0016098751220852137]","[-0.11950812488794327, 0.7556529641151428, 41.09944534301758, 0.029909228906035423, -0.10538126528263092, 0.01905837468802929]"
2026-02-26T14:50:18.246,300,"[-0.3707115948200226, -1.5935816764831543, -44.95548629760742, -0.13763605058193207, 0.05124286934733391, -0.0017632045783102512]","[-0.34501969814300537, 0.6633091568946838, 41.034934997558594, 0.03029126301407814, -0.10513542592525482, 0.018379438668489456]"
2026-02-26T14:50:18.283,301,"[0.41571733355522156, -1.2897316217422485, -44.87477111816406, -0.13531999289989471, 0.05634036287665367, -0.0052460297010838985]","[0.10446793586015701, 0.3393970727920532, 41.301177978515625, 0.025236349552869797, -0.10733022540807724, 0.01720464788377285]"
2026-02-26T14:50:18.324,302,"[0.9546878337860107, -2.02622389793396, -45.45269012451172, -0.1388111710548401, 0.0531877838075161, -0.012420191429555416]","[-0.9824393391609192, -0.5974677205085754, 40.45395278930664, 0.030860217288136482, -0.10420160740613937, 0.005649644415825605]"
2026-02-26T14:50:18.363,303,"[0.3573077619075775, -1.4458650350570679, -45.00192642211914, -0.13586582243442535, 0.05480644106864929, -0.005201045423746109]","[-0.29464584589004517, 0.35623571276664734, 40.688262939453125, 0.028820650652050972, -0.10532785207033157, 0.015011603012681007]"
2026-02-26T14:50:18.403,304,"[0.08890779316425323, -1.3677012920379639, -45.05192565917969, -0.13621072471141815, 0.054687224328517914, -0.0032698241993784904]","[-0.17149192094802856, 0.474399209022522, 40.8223991394043, 0.028097035363316536, -0.10586752742528915, 0.017031354829669]"
2026-02-26T14:50:18.440,305,"[0.0659414529800415, -1.3839945793151855, -45.202919006347656, -0.13730208575725555, 0.05410211533308029, -0.0030042659491300583]","[-0.2897190749645233, 0.3623601198196411, 40.76384735107422, 0.028663592413067818, -0.10552167892456055, 0.016918234527111053]"
2026-02-26T14:50:18.482,306,"[-0.04292106255888939, -1.3770692348480225, -45.23289489746094, -0.1374942511320114, 0.0540255643427372, -0.0023905423004180193]","[-0.3164304792881012, 0.33991631865501404, 40.76374435424805, 0.02870050072669983, -0.105503149330616, 0.017273172736167908]"
2026-02-26T14:50:18.523,307,"[-0.11886151880025864, -1.376901388168335, -45.268775939941406, -0.1377127468585968, 0.053943369537591934, -0.002082752762362361]","[-0.3482322692871094, 0.2893773913383484, 40.75722885131836, 0.028783397749066353, -0.10545790195465088, 0.01727030798792839]"
2026-02-26T14:50:18.560,308,"[-0.15960675477981567, -1.3768551349639893, -45.310546875, -0.1379816085100174, 0.053847089409828186, -0.0019136295886710286]","[-0.37625864148139954, 0.2428244799375534, 40.73709487915039, 0.028948727995157242, -0.10534492880105972, 0.017205171287059784]"
2026-02-26T14:50:18.606,309,"[-0.19002199172973633, -1.3806753158569336, -45.345848083496094, -0.13820990920066833, 0.053786955773830414, -0.0018353445921093225]","[-0.3944246768951416, 0.20049351453781128, 40.717689514160156, 0.029094818979501724, -0.10523442178964615, 0.017090408131480217]"
2026-02-26T14:50:18.647,310,"[-0.20960894227027893, -1.3868154287338257, -45.3790283203125, -0.13842256367206573, 0.053735241293907166, -0.0018500848673284054]","[-0.3991239666938782, 0.16423246264457703, 40.698001861572266, 0.029237544164061546, -0.10512275993824005, 0.016936829313635826]"
2026-02-26T14:50:18.686,311,"[-0.22136473655700684, -1.3927491903305054, -45.40887451171875, -0.13862435519695282, 0.05369154363870621, -0.0019176504574716091]","[-0.3949269950389862, 0.13333120942115784, 40.67976760864258, 0.0293636042624712, -0.10501640290021896, 0.016768641769886017]"
2026-02-26T14:50:18.725,312,"[-0.2258814424276352, -1.398889422416687, -45.43422317504883, -0.13880816102027893, 0.05362285301089287, -0.0020355877932161093]","[-0.39216893911361694, 0.10048782080411911, 40.665897369384766, 0.02940593659877777, -0.10496169328689575, 0.016622649505734444]"
2026-02-26T14:50:18.761,313,"[-0.22948607802391052, -1.3988198041915894, -45.46098327636719, -0.138992041349411, 0.053579870611429214, -0.0021312676835805178]","[-0.3730959892272949, 0.08356359601020813, 40.649356842041016, 0.02952420338988304, -0.10486338287591934, 0.016476694494485855]"
2026-02-26T14:50:18.800,314,"[-0.23055878281593323, -1.3953512907028198, -45.48535919189453, -0.13915526866912842, 0.05353739112615585, -0.0022137213964015245]","[-0.3604515790939331, 0.05635550990700722, 40.6331672668457, 0.02964056469500065, -0.10477127879858017, 0.016320725902915]"
2026-02-26T14:50:18.838,315,"[-0.2310863435268402, -1.388239860534668, -45.50851821899414, -0.13931119441986084, 0.05349761247634888, -0.002285657450556755]","[-0.3422253727912903, 0.03282761946320534, 40.61809539794922, 0.02975631318986416, -0.10468398779630661, 0.01617700234055519]"
2026-02-26T14:50:18.875,316,"[-0.23311807215213776, -1.377313256263733, -45.52988052368164, -0.13945692777633667, 0.053455501794815063, -0.0023265290074050426]","[-0.32122260332107544, 0.011798200197517872, 40.60419464111328, 0.029860174283385277, -0.10460314154624939, 0.016047745943069458]"
2026-02-26T14:50:18.912,317,"[-0.23723620176315308, -1.363218069076538, -45.55071258544922, -0.139592707157135, 0.05341831222176552, -0.002350844908505678]","[-0.3000328838825226, -0.010273091495037079, 40.59093475341797, 0.029970211908221245, -0.1045263409614563, 0.015923023223876953]"
2026-02-26T14:50:18.949,318,"[-0.24269753694534302, -1.3476512432098389, -45.56960678100586, -0.13971196115016937, 0.05338847637176514, -0.0023662277963012457]","[-0.28141218423843384, -0.03594205901026726, 40.5789680480957, 0.03007459081709385, -0.10445425659418106, 0.015782156959176064]"
2026-02-26T14:50:18.989,319,"[-0.24915602803230286, -1.3310682773590088, -45.586509704589844, -0.13981196284294128, 0.05336354300379753, -0.0023937588557600975]","[-0.25925412774086, -0.05787334218621254, 40.568328857421875, 0.030167914927005768, -0.10439422726631165, 0.01565009541809559]"
2026-02-26T14:50:19.024,320,"[-0.2566894590854645, -1.3140978813171387, -45.601234436035156, -0.1398916095495224, 0.053349629044532776, -0.002442191122099757]","[-0.23470404744148254, -0.07871732115745544, 40.55940246582031, 0.030254999175667763, -0.1043403372168541, 0.015513896010816097]"
2026-02-26T14:50:19.059,321,"[-0.2646917402744293, -1.2973904609680176, -45.61351776123047, -0.1399516761302948, 0.05334383621811867, -0.0025330723728984594]","[-0.21416595578193665, -0.10157132893800735, 40.55219268798828, 0.030330996960401535, -0.10429926961660385, 0.01538925152271986]"
